epoch,loss,validation_loss,train_pair_accuracy,validation_pair_accuracy,train_top1_accuracy,validation_top1_accuracy
65,0.6925052946650859,0.6938383248065518,0.8627450980392157,0.4605263157894737,0.15384615384615385,0.0
66,0.6925052234368894,0.6938403317103724,0.8651960784313726,0.4342105263157895,0.15384615384615385,0.0
67,0.6925052543243485,0.6938502375369644,0.8578431372549019,0.4342105263157895,0.15384615384615385,0.0
68,0.692505432970526,0.6938583825610682,0.8627450980392157,0.4342105263157895,0.23076923076923078,0.0
69,0.6925053329080422,0.6938615493781789,0.8627450980392157,0.4342105263157895,0.15384615384615385,0.0
70,0.6925054079781586,0.6938633965053831,0.8627450980392157,0.4342105263157895,0.15384615384615385,0.0
71,0.692505394666577,0.6938651393302534,0.8602941176470589,0.4342105263157895,0.15384615384615385,0.0
72,0.6925054539756051,0.6938667709921797,0.8578431372549019,0.4342105263157895,0.15384615384615385,0.0
73,0.6925054825828494,0.6938596218257184,0.8578431372549019,0.4342105263157895,0.15384615384615385,0.0
74,0.692505445545189,0.6938566799150834,0.8602941176470589,0.4342105263157895,0.15384615384615385,0.0
75,0.6925053058533608,0.6938542849109413,0.8529411764705882,0.4342105263157895,0.15384615384615385,0.0
76,0.6925052948794137,0.6938572393395637,0.8504901960784313,0.4342105263157895,0.15384615384615385,0.0
77,0.6925053450755829,0.6938656570331648,0.8553921568627451,0.4342105263157895,0.15384615384615385,0.0
78,0.6925052831954605,0.6938643139831678,0.8553921568627451,0.4342105263157895,0.15384615384615385,0.0
79,0.6925051516700452,0.6938579299151946,0.8529411764705882,0.4342105263157895,0.15384615384615385,0.0
80,0.6925051291603337,0.693854041309134,0.8529411764705882,0.4342105263157895,0.15384615384615385,0.0
81,0.6925052626483655,0.6938514947670203,0.8651960784313726,0.4342105263157895,0.15384615384615385,0.0
82,0.6925052417384382,0.6938446184495901,0.8700980392156863,0.4342105263157895,0.15384615384615385,0.0
83,0.6925054459911649,0.6938441947173344,0.8676470588235294,0.4473684210526316,0.15384615384615385,0.0
84,0.6925055284140182,0.6938419240774907,0.8700980392156863,0.4473684210526316,0.15384615384615385,0.0
85,0.6925054061555399,0.6938421179363559,0.8676470588235294,0.4473684210526316,0.15384615384615385,0.0
86,0.6925053641101533,0.6938382163296071,0.8651960784313726,0.42105263157894735,0.15384615384615385,0.0
87,0.6925052357001651,0.6938359986757464,0.8651960784313726,0.42105263157894735,0.15384615384615385,0.0
88,0.692505193011403,0.6938403284858382,0.8651960784313726,0.42105263157894735,0.15384615384615385,0.0
89,0.6925051493443177,0.6938421157020617,0.8651960784313726,0.42105263157894735,0.15384615384615385,0.0
90,0.6925050587700816,0.6938436666862972,0.8627450980392157,0.42105263157894735,0.15384615384615385,0.0
91,0.6925050141390519,0.6938441643966599,0.8602941176470589,0.42105263157894735,0.15384615384615385,0.0
92,0.6925049978558505,0.6938461102761835,0.8651960784313726,0.42105263157894735,0.15384615384615385,0.0
93,0.6925051926108987,0.6938409190523931,0.8651960784313726,0.42105263157894735,0.15384615384615385,0.0
94,0.6925054975059146,0.6938371561980894,0.8700980392156863,0.42105263157894735,0.15384615384615385,0.0
95,0.692505501236452,0.6938304344440891,0.8725490196078431,0.40789473684210525,0.15384615384615385,0.0
96,0.6925053887500658,0.6938283451992057,0.8700980392156863,0.40789473684210525,0.15384615384615385,0.0
97,0.6925052041699747,0.6938311151599121,0.8700980392156863,0.42105263157894735,0.15384615384615385,0.0
98,0.6925051518812791,0.6938352053611476,0.8725490196078431,0.42105263157894735,0.15384615384615385,0.0
99,0.6925052215228731,0.6938353844466584,0.8700980392156863,0.42105263157894735,0.15384615384615385,0.0
100,0.6925053697543213,0.693835161471774,0.8700980392156863,0.42105263157894735,0.15384615384615385,0.0
