step,epoch,loss,validation_loss,teacher_agreement,candidate_accuracy,elo,elo_ci_low,elo_ci_high,recurrent_depth,learning_rate,checkpoint
23,23,0.6925445813547015,0.6936585745497986,0.0,0.4473684210526316,,,,16,0.03,
24,24,0.6925402944291585,0.6936678158010009,0.0,0.42105263157894735,,,,16,0.03,
25,25,0.6925364623737361,0.6936794911315747,0.0,0.42105263157894735,,,,16,0.03,
26,26,0.69253297702169,0.6936860095715605,0.0,0.42105263157894735,,,,16,0.03,
27,27,0.6925300711131485,0.693699696506976,0.0,0.40789473684210525,,,,16,0.03,
28,28,0.6925273975949272,0.6937149612903726,0.0,0.40789473684210525,,,,16,0.03,
29,29,0.6925248482523092,0.6937305245730218,0.0,0.42105263157894735,,,,16,0.03,
30,30,0.6925225705265343,0.6937406872951254,0.0,0.42105263157894735,,,,16,0.03,
31,31,0.6925204734597955,0.6937397855915519,0.0,0.42105263157894735,,,,16,0.03,
32,32,0.6925186931995394,0.6937436246248152,0.0,0.42105263157894735,,,,16,0.03,
33,33,0.6925171165672966,0.693749738130289,0.0,0.42105263157894735,,,,16,0.03,
34,34,0.6925156585573355,0.6937518347439885,0.0,0.42105263157894735,,,,16,0.03,
35,35,0.6925141907595991,0.6937599766897672,0.0,0.42105263157894735,,,,16,0.03,
36,36,0.6925130316849201,0.6937673189383183,0.0,0.42105263157894735,,,,16,0.03,
37,37,0.6925118839096617,0.6937696045598787,0.0,0.42105263157894735,,,,16,0.03,
38,38,0.6925109375574856,0.693765889278127,0.0,0.42105263157894735,,,,16,0.03,
39,39,0.6925102281779651,0.6937629673410131,0.0,0.42105263157894735,,,,16,0.03,
40,40,0.6925095005528586,0.6937641529777849,0.0,0.42105263157894735,,,,16,0.03,
41,41,0.6925088138712745,0.6937678526472134,0.0,0.42105263157894735,,,,16,0.03,
42,42,0.6925083682806114,0.6937795361933192,0.0,0.42105263157894735,,,,16,0.03,
43,43,0.6925080266666663,0.6937944802241094,0.0,0.42105263157894735,,,,16,0.03,
44,44,0.6925075762737141,0.6938020507183232,0.0,0.42105263157894735,,,,16,0.03,
45,45,0.6925070928431523,0.6938078019600142,0.0,0.42105263157894735,,,,16,0.03,
46,46,0.6925066883568769,0.6938117721590583,0.0,0.40789473684210525,,,,16,0.03,
47,47,0.6925065413789346,0.6938106223634314,0.0,0.40789473684210525,,,,16,0.03,
48,48,0.6925063583812064,0.6938142561815109,0.0,0.40789473684210525,,,,16,0.03,
49,49,0.6925061784643208,0.6938191272618678,0.0,0.4342105263157895,,,,16,0.03,
50,50,0.6925059761573145,0.6938288237194545,0.0,0.4342105263157895,,,,16,0.03,
51,51,0.6925060336031464,0.6938394586873708,0.0,0.4342105263157895,,,,16,0.03,
52,52,0.6925060396864742,0.693846591828422,0.0,0.4342105263157895,,,,16,0.03,
53,53,0.6925058266390909,0.6938432118011804,0.0,0.4342105263157895,,,,16,0.03,
54,54,0.6925057564919468,0.6938452359395904,0.0,0.4342105263157895,,,,16,0.03,
55,55,0.6925059163922588,0.6938520943746941,0.0,0.4342105263157895,,,,16,0.03,
56,56,0.6925058654023456,0.6938539865603188,0.0,0.4342105263157895,,,,16,0.03,
57,57,0.6925057322560653,0.6938569691900113,0.0,0.40789473684210525,,,,16,0.03,
58,58,0.6925056185355876,0.6938541601000371,0.0,0.42105263157894735,,,,16,0.03,
59,59,0.6925055746282195,0.6938481659763963,0.0,0.42105263157894735,,,,16,0.03,
60,60,0.6925055212793836,0.6938455438245893,0.0,0.4473684210526316,,,,16,0.03,
61,61,0.6925054173642774,0.693846467229423,0.0,0.4473684210526316,,,,16,0.03,
62,62,0.6925053249535319,0.6938474900515649,0.0,0.4473684210526316,,,,16,0.03,
63,63,0.6925053722660718,0.6938456729655603,0.0,0.4473684210526316,,,,16,0.03,
64,64,0.6925053202088644,0.6938416467705463,0.0,0.4473684210526316,,,,16,0.03,
65,65,0.6925052946650859,0.6938383248065518,0.0,0.4605263157894737,,,,16,0.03,
66,66,0.6925052234368894,0.6938403317103724,0.0,0.4342105263157895,,,,16,0.03,
67,67,0.6925052543243485,0.6938502375369644,0.0,0.4342105263157895,,,,16,0.03,
68,68,0.692505432970526,0.6938583825610682,0.0,0.4342105263157895,,,,16,0.03,
69,69,0.6925053329080422,0.6938615493781789,0.0,0.4342105263157895,,,,16,0.03,
70,70,0.6925054079781586,0.6938633965053831,0.0,0.4342105263157895,,,,16,0.03,
71,71,0.692505394666577,0.6938651393302534,0.0,0.4342105263157895,,,,16,0.03,
72,72,0.6925054539756051,0.6938667709921797,0.0,0.4342105263157895,,,,16,0.03,
73,73,0.6925054825828494,0.6938596218257184,0.0,0.4342105263157895,,,,16,0.03,
74,74,0.692505445545189,0.6938566799150834,0.0,0.4342105263157895,,,,16,0.03,
75,75,0.6925053058533608,0.6938542849109413,0.0,0.4342105263157895,,,,16,0.03,
76,76,0.6925052948794137,0.6938572393395637,0.0,0.4342105263157895,,,,16,0.03,
77,77,0.6925053450755829,0.6938656570331648,0.0,0.4342105263157895,,,,16,0.03,
78,78,0.6925052831954605,0.6938643139831678,0.0,0.4342105263157895,,,,16,0.03,
79,79,0.6925051516700452,0.6938579299151946,0.0,0.4342105263157895,,,,16,0.03,
80,80,0.6925051291603337,0.693854041309134,0.0,0.4342105263157895,,,,16,0.03,
81,81,0.6925052626483655,0.6938514947670203,0.0,0.4342105263157895,,,,16,0.03,
82,82,0.6925052417384382,0.6938446184495901,0.0,0.4342105263157895,,,,16,0.03,
83,83,0.6925054459911649,0.6938441947173344,0.0,0.4473684210526316,,,,16,0.03,
84,84,0.6925055284140182,0.6938419240774907,0.0,0.4473684210526316,,,,16,0.03,
85,85,0.6925054061555399,0.6938421179363559,0.0,0.4473684210526316,,,,16,0.03,
86,86,0.6925053641101533,0.6938382163296071,0.0,0.42105263157894735,,,,16,0.03,
87,87,0.6925052357001651,0.6938359986757464,0.0,0.42105263157894735,,,,16,0.03,
88,88,0.692505193011403,0.6938403284858382,0.0,0.42105263157894735,,,,16,0.03,
89,89,0.6925051493443177,0.6938421157020617,0.0,0.42105263157894735,,,,16,0.03,
90,90,0.6925050587700816,0.6938436666862972,0.0,0.42105263157894735,,,,16,0.03,
91,91,0.6925050141390519,0.6938441643966599,0.0,0.42105263157894735,,,,16,0.03,
92,92,0.6925049978558505,0.6938461102761835,0.0,0.42105263157894735,,,,16,0.03,
93,93,0.6925051926108987,0.6938409190523931,0.0,0.42105263157894735,,,,16,0.03,
94,94,0.6925054975059146,0.6938371561980894,0.0,0.42105263157894735,,,,16,0.03,
95,95,0.692505501236452,0.6938304344440891,0.0,0.40789473684210525,,,,16,0.03,
96,96,0.6925053887500658,0.6938283451992057,0.0,0.40789473684210525,,,,16,0.03,
97,97,0.6925052041699747,0.6938311151599121,0.0,0.42105263157894735,,,,16,0.03,
98,98,0.6925051518812791,0.6938352053611476,0.0,0.42105263157894735,,,,16,0.03,
99,99,0.6925052215228731,0.6938353844466584,0.0,0.42105263157894735,,,,16,0.03,
100,100,0.6925053697543213,0.693835161471774,0.0,0.42105263157894735,,,,16,0.03,readout_checkpoint.npz
