engine,setting,advertised_elo,executable,executable_sha256,engine_name,engine_author,games_requested,games_completed,games_failed,restarts,median_move_latency_s,moves_per_second,games_per_hour,options
minic,Level=0,,C:\Users\Zatoichi\AppData\Local\Temp\malecns-fast-engines\minic.exe,0ad407535f7a79188dfc5665946da87fb249b4a5ca871c9d232203c1301d4fbb,Minic 3.46,Vivien Clauzon,2,2,0,0,0.0030193500133464113,168.95264717515875,22117.43744838442,"{""Hash"": 16, ""Level"": 0, ""Threads"": 1, ""nodesBasedLevel"": true}"
gaia,Skill Level=1,,C:\Users\Zatoichi\AppData\Local\Temp\malecns-fast-engines\gaia.exe,a28740e605bc53c845e42a8364462c4cc9212af97dea254b10d7c35c63372518,Gaia 4.3.1,Jean-Francois Romang,2,2,0,0,0.002287300012540072,55.22529950152793,7100.395650196448,"{""Hash"": 16, ""OwnBook"": false, ""Skill Level"": 1, ""Threads"": 1}"
stockfish,UCI_Elo=1320,1320,C:\Users\Zatoichi\AppData\Local\Microsoft\WinGet\Links\stockfish.exe,45bc8e4969147db9c2eb533810637994619bff0eacc81ccfd9854394901bcbd0,Stockfish 19,the Stockfish developers (see AUTHORS file),2,2,0,0,0.013946799983386882,61.48910808249448,15811.48493549858,"{""Hash"": 16, ""Threads"": 1, ""UCI_Elo"": 1320, ""UCI_LimitStrength"": true}"
