stage,validation_positions,top1_accuracy_d8,top3_accuracy_d8,pairwise_ranking_accuracy_d8,mean_regret_cp_d8,median_regret_cp_d8,trimmed_mean_regret_cp_d8,p90_regret_cp_d8,p95_regret_cp_d8,blunder_rate_gt500cp_d8,blunder_rate_gt1000cp_d8,mate_blunder_count_d8,mean_teacher_rank_d8,legal_selection_rate_d8,movement_piece_accuracy_d8,mate_solve_rate_d8,evaluation_stage,target_stage,drop_from_own_stage
movement,36,0.16666666666666666,0.8611111111111112,0.16666666666666666,166.66666666666666,200.0,179.31034482758622,200.0,200.0,0.0,0.0,0,4.611111111111111,0.16666666666666666,"{""bishop"": 0.16666666666666666, ""king"": 0.16666666666666666, ""knight"": 0.0, ""pawn"": 0.0, ""queen"": 0.5, ""rook"": 0.16666666666666666}",0.16666666666666666,endgames,movement,0.0
movement,36,0.16666666666666666,0.8611111111111112,0.16666666666666666,166.66666666666666,200.0,179.31034482758622,200.0,200.0,0.0,0.0,0,4.611111111111111,0.16666666666666666,"{""bishop"": 0.16666666666666666, ""king"": 0.16666666666666666, ""knight"": 0.0, ""pawn"": 0.0, ""queen"": 0.5, ""rook"": 0.16666666666666666}",0.16666666666666666,tactics,movement,0.0
endgames,32,0.15625,0.6875,0.15625,9429.75,34.5,127.32,670.9000000000002,99253.95,0.21875,0.09375,0,3.0625,,{},0.15625,tactics,endgames,0.0
movement,36,0.16666666666666666,0.8611111111111112,0.16666666666666666,166.66666666666666,200.0,179.31034482758622,200.0,200.0,0.0,0.0,0,4.611111111111111,0.16666666666666666,"{""bishop"": 0.16666666666666666, ""king"": 0.16666666666666666, ""knight"": 0.0, ""pawn"": 0.0, ""queen"": 0.5, ""rook"": 0.16666666666666666}",0.16666666666666666,mates,movement,0.0
endgames,32,0.15625,0.6875,0.15625,9429.75,34.5,127.32,670.9000000000002,99253.95,0.21875,0.09375,0,3.0625,,{},0.15625,mates,endgames,0.0
tactics,50,0.28,0.7,0.28,358.36,165.5,247.5,1112.0000000000005,1573.6499999999996,0.24,0.12,0,2.66,,{},0.28,mates,tactics,0.0
