position_id,source_game_id,split,fen,side_to_move,move_uci,teacher_cp,teacher_target,is_best,legal_move_count
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,f8e7,40.0,0.09966799462495582,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,h7h6,37.0,0.09223708209155926,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,g7g6,35.0,0.08727737447415772,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,e8f7,32.0,0.07982976911113136,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,c7c6,29.0,0.07237324046358946,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,g8e7,23.0,0.05743671390287926,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,g8h6,22.0,0.05494460868918742,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,h7h5,21.0,0.05245181874413747,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,a8b8,19.0,0.04746430825312217,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,d7b8,18.0,0.044969649583600245,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,e8e7,2.0,0.004999958333749996,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,c8a6,-1.0,-0.0024999947916796877,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,b6b5,-121.0,-0.2935987851159713,0,28
