position_id,fen,move_uci,teacher_cp,teacher_target,is_best
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,g7g6,-346.0,-0.6988248405083122,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,a8b8,-350.0,-0.703905603936621,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,f8e7,-368.0,-0.7258974148490807,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,a6c5,-373.0,-0.7317573500386785,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,f6d5,-497.0,-0.8461671024651277,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,f6g8,-632.0,-0.9186018928570671,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,e6d5,-633.0,-0.9189914238917783,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,a6b8,-677.0,-0.9344648903156232,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,h8g8,-731.0,-0.9495809179960182,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,f6g4,-807.0,-0.9652433350320649,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,a6b4,-831.0,-0.9691129062420462,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,f6h5,-862.0,-0.9734890371458025,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,f8b4,-875.0,-0.9751366982936284,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,b6b5,-878.0,-0.975502330524807,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,e8d8,-935.0,-0.9815212735525424,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,e5e4,-940.0,-0.9819734026943043,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,e8e7,-1096.0,-0.9916959628727987,0
5,r1b1qb1r/p1pp1ppp/np2kn2/4p3/P5P1/BPP1P2N/3P1P1P/RN1QKB1R b KQ - 1 8,g7g5,-1204.0,-0.9951524387820521,0
6,1rb1kb2/pqnp2pr/1pP4n/7p/2P1PpP1/5Q1N/PP1KP2P/RNB2B1R w - - 3 15,c6b7,717.0,0.9460237850730043,1
6,1rb1kb2/pqnp2pr/1pP4n/7p/2P1PpP1/5Q1N/PP1KP2P/RNB2B1R w - - 3 15,g4g5,313.0,0.6541393002077227,0
6,1rb1kb2/pqnp2pr/1pP4n/7p/2P1PpP1/5Q1N/PP1KP2P/RNB2B1R w - - 3 15,h3f4,238.0,0.5334821284570855,0
6,1rb1kb2/pqnp2pr/1pP4n/7p/2P1PpP1/5Q1N/PP1KP2P/RNB2B1R w - - 3 15,h3g5,224.0,0.5079774328978962,0
6,1rb1kb2/pqnp2pr/1pP4n/7p/2P1PpP1/5Q1N/PP1KP2P/RNB2B1R w - - 3 15,g4h5,215.0,0.4910932282528053,0
6,1rb1kb2/pqnp2pr/1pP4n/7p/2P1PpP1/5Q1N/PP1KP2P/RNB2B1R w - - 3 15,a2a3,213.0,0.4872897835125242,0
6,1rb1kb2/pqnp2pr/1pP4n/7p/2P1PpP1/5Q1N/PP1KP2P/RNB2B1R w - - 3 15,d2e1,100.0,0.24491866240370913,0
6,1rb1kb2/pqnp2pr/1pP4n/7p/2P1PpP1/5Q1N/PP1KP2P/RNB2B1R w - - 3 15,d2c2,77.0,0.19015694773226804,0
6,1rb1kb2/pqnp2pr/1pP4n/7p/2P1PpP1/5Q1N/PP1KP2P/RNB2B1R w - - 3 15,h1g1,63.0,0.15621046576861825,0
6,1rb1kb2/pqnp2pr/1pP4n/7p/2P1PpP1/5Q1N/PP1KP2P/RNB2B1R w - - 3 15,h3f2,38.0,0.09471523628617855,0
6,1rb1kb2/pqnp2pr/1pP4n/7p/2P1PpP1/5Q1N/PP1KP2P/RNB2B1R w - - 3 15,d2d1,18.0,0.044969649583600245,0
