depth,variant,teacher_agreement,quality_loss_cp,latency_s,recurrent_passes,score_margin,rating,rating_ci_low,rating_ci_high,games
1,original,0.0,365.0,0.17617545000393875,4.0,0.0,445.06389937333824,78.58035498354116,811.5474437631353,4
2,original,0.0,452.5,0.4351464500359725,8.0,0.00019422441255301237,445.06389937333824,78.58035498354116,811.5474437631353,4
4,original,0.0,409.0,0.6633423500170466,16.0,0.0006158575415611267,445.06389937333824,78.58035498354116,811.5474437631353,4
8,original,0.0,409.0,1.2102315499796532,32.0,0.0007362691685557365,445.06389937333824,78.58035498354116,811.5474437631353,4
16,original,0.0,409.0,4.431317949987715,64.0,0.0007347245700657368,445.06389937333824,78.58035498354116,811.5474437631353,4
32,original,0.0,409.0,5.924452300037956,128.0,0.0007382337935268879,445.06389937333824,78.58035498354116,811.5474437631353,4
64,original,0.0,409.0,13.002181299991207,256.0,0.00040424615144729614,445.06389937333824,78.58035498354116,811.5474437631353,4
