step,epoch,loss,validation_loss,teacher_agreement,candidate_accuracy,elo,elo_ci_low,elo_ci_high,recurrent_depth,learning_rate,checkpoint
69,69,0.6931471798835439,0.6931471949505503,0.0,0.08955223880597014,,,,4,0.03,
70,70,0.6931471798270767,0.6931471854533527,0.0,0.2835820895522388,,,,4,0.03,
71,71,0.6931471801115868,0.693147185104228,0.0,0.2537313432835821,,,,4,0.03,
72,72,0.6931471804847179,0.6931471923141272,0.0,0.16417910447761194,,,,4,0.03,
73,73,0.6931471807997678,0.6931471814427416,0.0,0.47761194029850745,,,,4,0.03,
74,74,0.6931471801876722,0.6931471884276719,0.0,0.2537313432835821,,,,4,0.03,
75,75,0.6931471803814956,0.6931471845339624,0.0,0.29850746268656714,,,,4,0.03,
76,76,0.693147180295755,0.6931471897880422,0.0,0.6119402985074627,,,,4,0.03,
77,77,0.6931471801008804,0.6931471902979921,0.0,0.26865671641791045,,,,4,0.03,
78,78,0.693147180322977,0.6931471836929307,0.0,0.13432835820895522,,,,4,0.03,
79,79,0.6931471802618736,0.6931471908309363,0.0,0.16417910447761194,,,,4,0.03,
80,80,0.6931471809550412,0.6931471880211889,0.0,0.22388059701492538,,,,4,0.03,
81,81,0.6931471801567226,0.6931471875807209,0.0,0.43283582089552236,,,,4,0.03,
82,82,0.6931471799958615,0.6931471895482572,0.0,0.1044776119402985,,,,4,0.03,
83,83,0.6931471798262558,0.6931471853213808,0.0,0.22388059701492538,,,,4,0.03,
84,84,0.6931471800823632,0.6931471876513118,0.0,0.208955223880597,,,,4,0.03,
85,85,0.6931471803356588,0.6931471841426592,0.0,0.07462686567164178,,,,4,0.03,
86,86,0.6931471803776108,0.6931471908764057,0.0,0.19402985074626866,,,,4,0.03,
87,87,0.6931471805090811,0.6931471890304881,0.0,0.16417910447761194,,,,4,0.03,
88,88,0.6931471806542924,0.6931471906631267,0.0,0.08955223880597014,,,,4,0.03,
89,89,0.6931471800134537,0.6931471832317079,0.0,0.34328358208955223,,,,4,0.03,
90,90,0.6931471803757764,0.6931471922509611,0.0,0.14925373134328357,,,,4,0.03,
91,91,0.693147180751866,0.693147179103221,0.0,0.7313432835820896,,,,4,0.03,
92,92,0.6931471812263986,0.6931472009462905,0.0,0.08955223880597014,,,,4,0.03,
93,93,0.6931471809418192,0.6931471816289203,0.0,0.4925373134328358,,,,4,0.03,
94,94,0.6931471814205618,0.6931471962117675,0.0,0.22388059701492538,,,,4,0.03,
95,95,0.6931471808552256,0.693147183620357,0.0,0.2835820895522388,,,,4,0.03,
96,96,0.693147181011377,0.6931471946600389,0.0,0.1044776119402985,,,,4,0.03,
97,97,0.693147180503638,0.6931471876117697,0.0,0.2835820895522388,,,,4,0.03,
98,98,0.6931471805819344,0.693147186979761,0.0,0.4626865671641791,,,,4,0.03,
99,99,0.6931471801053068,0.6931471850758951,0.0,0.43283582089552236,,,,4,0.03,
100,100,0.6931471799229701,0.6931471874169605,0.0,0.1044776119402985,,,,4,0.03,readout_checkpoint.npz
