game_id,matchup_id,opening_pair,opening_fen,game_in_pair,white_engine,white_setting,black_engine,black_setting,result,white_score,plies,elapsed_s,status,error,opening_pair_index
matchup_008_opening_004_0,matchup_008,opening_004,rnbqkbnr/2ppp1p1/1p3p2/p6p/2P5/4P2P/PP1PKPP1/RNBQ1BNR w kq - 0 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.32379880000371486,complete,,4
matchup_008_opening_004_1,matchup_008,opening_004,rnbqkbnr/2ppp1p1/1p3p2/p6p/2P5/4P2P/PP1PKPP1/RNBQ1BNR w kq - 0 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.3317240999895148,complete,,4
matchup_008_opening_005_0,matchup_008,opening_005,r1bqkb1r/ppp1pppp/3p1n2/8/1nB1P3/1PP5/P2P1PPP/RNBQK1NR w KQkq - 2 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.30775439995341003,complete,,5
matchup_008_opening_005_1,matchup_008,opening_005,r1bqkb1r/ppp1pppp/3p1n2/8/1nB1P3/1PP5/P2P1PPP/RNBQK1NR w KQkq - 2 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.3202875000424683,complete,,5
matchup_008_opening_006_0,matchup_008,opening_006,r1b1k1nr/pppp1ppp/n3p3/6q1/1b6/P2P4/2PNPPPP/R1BQKBNR w KQkq - 0 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.3119746999582276,complete,,6
matchup_008_opening_006_1,matchup_008,opening_006,r1b1k1nr/pppp1ppp/n3p3/6q1/1b6/P2P4/2PNPPPP/R1BQKBNR w KQkq - 0 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.31146940001053736,complete,,6
matchup_008_opening_007_0,matchup_008,opening_007,rn1qkb1r/ppp1p1pp/3p1n2/5p2/1P6/2N2PPb/P1PPP2P/R1BQKBNR w KQkq - 1 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.30633880000095814,complete,,7
matchup_008_opening_007_1,matchup_008,opening_007,rn1qkb1r/ppp1p1pp/3p1n2/5p2/1P6/2N2PPb/P1PPP2P/R1BQKBNR w KQkq - 1 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.30460229999152943,complete,,7
matchup_008_opening_008_0,matchup_008,opening_008,r1bq1bnr/pppkpppp/8/3p4/4P3/2N5/PPPP1PPP/R1BQK1NR w KQ - 0 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.28113389998907223,complete,,8
matchup_008_opening_008_1,matchup_008,opening_008,r1bq1bnr/pppkpppp/8/3p4/4P3/2N5/PPPP1PPP/R1BQK1NR w KQ - 0 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.335125399986282,complete,,8
matchup_008_opening_009_0,matchup_008,opening_009,rnbq1bnr/p1ppkp1p/1p4p1/4p3/8/3P2P1/PPPNPP1P/RNBQKB1R w KQ - 2 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.3329414000036195,complete,,9
matchup_008_opening_009_1,matchup_008,opening_009,rnbq1bnr/p1ppkp1p/1p4p1/4p3/8/3P2P1/PPPNPP1P/RNBQKB1R w KQ - 2 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.3293933999957517,complete,,9
matchup_008_opening_010_0,matchup_008,opening_010,rn1qkbnr/1pp1ppp1/p6p/3p1b2/2P2P2/P6N/1P1PP1PP/RNBQKB1R w KQkq - 0 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.329373000015039,complete,,10
matchup_008_opening_010_1,matchup_008,opening_010,rn1qkbnr/1pp1ppp1/p6p/3p1b2/2P2P2/P6N/1P1PP1PP/RNBQKB1R w KQkq - 0 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.48651959997368976,complete,,10
matchup_008_opening_011_0,matchup_008,opening_011,r1bqkbnr/pp1p2pp/n1p1p3/5p2/P2P1B2/8/1PP1PPPP/RN1QKBNR w KQkq - 0 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.431165800022427,complete,,11
matchup_008_opening_011_1,matchup_008,opening_011,r1bqkbnr/pp1p2pp/n1p1p3/5p2/P2P1B2/8/1PP1PPPP/RN1QKBNR w KQkq - 0 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.3360450000036508,complete,,11
matchup_008_opening_012_0,matchup_008,opening_012,r1bqkbnr/ppppppp1/8/7p/Q1P3P1/1P1n4/P2PPP1P/RNB1KBNR w KQkq - 1 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.3301268999930471,complete,,12
matchup_008_opening_012_1,matchup_008,opening_012,r1bqkbnr/ppppppp1/8/7p/Q1P3P1/1P1n4/P2PPP1P/RNB1KBNR w KQkq - 1 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.363271199981682,complete,,12
matchup_008_opening_013_0,matchup_008,opening_013,rnbqkbnr/ppp3pp/4pp2/3p4/8/2PP4/PP2PPPP/RNBQKBNR w KQkq - 0 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.3111870000138879,complete,,13
matchup_008_opening_013_1,matchup_008,opening_013,rnbqkbnr/ppp3pp/4pp2/3p4/8/2PP4/PP2PPPP/RNBQKBNR w KQkq - 0 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.3278897000127472,complete,,13
matchup_008_opening_014_0,matchup_008,opening_014,rnbqk1nr/ppppp2p/6pb/8/2P2pPP/P7/1P1PPP2/RNBQKBNR w KQkq - 0 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.28356929996516556,complete,,14
matchup_008_opening_014_1,matchup_008,opening_014,rnbqk1nr/ppppp2p/6pb/8/2P2pPP/P7/1P1PPP2/RNBQKBNR w KQkq - 0 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.2806386000011116,complete,,14
matchup_008_opening_015_0,matchup_008,opening_015,rnb1kbnr/1ppp1pp1/8/p2Pp2p/4P2q/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.3103298000060022,complete,,15
matchup_008_opening_015_1,matchup_008,opening_015,rnb1kbnr/1ppp1pp1/8/p2Pp2p/4P2q/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.30116309999721125,complete,,15
matchup_008_opening_016_0,matchup_008,opening_016,rn1qkbnr/p2pppp1/b7/1pP4p/5P2/8/PPP1PKPP/RNBQ1BNR w kq - 0 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.2828641000087373,complete,,16
matchup_008_opening_016_1,matchup_008,opening_016,rn1qkbnr/p2pppp1/b7/1pP4p/5P2/8/PPP1PKPP/RNBQ1BNR w kq - 0 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.32061850000172853,complete,,16
matchup_008_opening_017_0,matchup_008,opening_017,rnbqkbnr/p1p3pp/1p1pp3/5pP1/P3P3/8/1PPP1P1P/RNBQKBNR w KQkq - 0 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.31975929997861385,complete,,17
matchup_008_opening_017_1,matchup_008,opening_017,rnbqkbnr/p1p3pp/1p1pp3/5pP1/P3P3/8/1PPP1P1P/RNBQKBNR w KQkq - 0 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.2862149000284262,complete,,17
matchup_008_opening_018_0,matchup_008,opening_018,rnbqkb1r/ppp2ppp/3pp3/3P1n2/8/6PP/PPP1PP2/RNBQKBNR w KQkq - 1 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.2827757999766618,complete,,18
matchup_008_opening_018_1,matchup_008,opening_018,rnbqkb1r/ppp2ppp/3pp3/3P1n2/8/6PP/PPP1PP2/RNBQKBNR w KQkq - 1 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.2972814000095241,complete,,18
matchup_008_opening_019_0,matchup_008,opening_019,rnb1kbnr/1pqppp1p/2p5/p5p1/3P4/1QP4P/PP2PPP1/RNB1KBNR w KQkq - 0 5,0,minic,Level=8,minic,Level=9,1/2-1/2,0.5,80,0.295571300026495,complete,,19
matchup_008_opening_019_1,matchup_008,opening_019,rnb1kbnr/1pqppp1p/2p5/p5p1/3P4/1QP4P/PP2PPP1/RNB1KBNR w KQkq - 0 5,1,minic,Level=9,minic,Level=8,1/2-1/2,0.5,80,0.31418940000003204,complete,,19
matchup_009_opening_000_0,matchup_009,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.31253379996633157,complete,,0
matchup_009_opening_000_1,matchup_009,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.28902790002757683,complete,,0
matchup_009_opening_001_0,matchup_009,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.30506760004209355,complete,,1
matchup_009_opening_001_1,matchup_009,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.29777000000467524,complete,,1
matchup_009_opening_002_0,matchup_009,opening_002,rnb1kbnr/pppp1p1p/5qp1/4p3/7P/1P3PP1/P1PPP3/RNBQKBNR w KQkq - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.3059668999630958,complete,,2
matchup_009_opening_002_1,matchup_009,opening_002,rnb1kbnr/pppp1p1p/5qp1/4p3/7P/1P3PP1/P1PPP3/RNBQKBNR w KQkq - 0 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.31441410002298653,complete,,2
matchup_009_opening_003_0,matchup_009,opening_003,rnbqk1nr/1ppp1ppp/1b2p3/p7/P7/2P2P1P/1P1PP1P1/RNBQKBNR w KQkq - 1 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.3011593999690376,complete,,3
matchup_009_opening_003_1,matchup_009,opening_003,rnbqk1nr/1ppp1ppp/1b2p3/p7/P7/2P2P1P/1P1PP1P1/RNBQKBNR w KQkq - 1 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.28179249999811873,complete,,3
matchup_009_opening_004_0,matchup_009,opening_004,rnbqkbnr/2ppp1p1/1p3p2/p6p/2P5/4P2P/PP1PKPP1/RNBQ1BNR w kq - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.27908169996226206,complete,,4
matchup_009_opening_004_1,matchup_009,opening_004,rnbqkbnr/2ppp1p1/1p3p2/p6p/2P5/4P2P/PP1PKPP1/RNBQ1BNR w kq - 0 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.28867460001492873,complete,,4
matchup_009_opening_005_0,matchup_009,opening_005,r1bqkb1r/ppp1pppp/3p1n2/8/1nB1P3/1PP5/P2P1PPP/RNBQK1NR w KQkq - 2 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.2986036000074819,complete,,5
matchup_009_opening_005_1,matchup_009,opening_005,r1bqkb1r/ppp1pppp/3p1n2/8/1nB1P3/1PP5/P2P1PPP/RNBQK1NR w KQkq - 2 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.3044294999563135,complete,,5
matchup_009_opening_006_0,matchup_009,opening_006,r1b1k1nr/pppp1ppp/n3p3/6q1/1b6/P2P4/2PNPPPP/R1BQKBNR w KQkq - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.3351816000067629,complete,,6
matchup_009_opening_006_1,matchup_009,opening_006,r1b1k1nr/pppp1ppp/n3p3/6q1/1b6/P2P4/2PNPPPP/R1BQKBNR w KQkq - 0 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.2935886000050232,complete,,6
matchup_009_opening_007_0,matchup_009,opening_007,rn1qkb1r/ppp1p1pp/3p1n2/5p2/1P6/2N2PPb/P1PPP2P/R1BQKBNR w KQkq - 1 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.2938886999618262,complete,,7
matchup_009_opening_007_1,matchup_009,opening_007,rn1qkb1r/ppp1p1pp/3p1n2/5p2/1P6/2N2PPb/P1PPP2P/R1BQKBNR w KQkq - 1 5,1,minic,Level=10,minic,Level=9,1-0,1.0,73,0.2494033999973908,complete,,7
matchup_009_opening_008_0,matchup_009,opening_008,r1bq1bnr/pppkpppp/8/3p4/4P3/2N5/PPPP1PPP/R1BQK1NR w KQ - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.3041681000031531,complete,,8
matchup_009_opening_008_1,matchup_009,opening_008,r1bq1bnr/pppkpppp/8/3p4/4P3/2N5/PPPP1PPP/R1BQK1NR w KQ - 0 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.29661940003279597,complete,,8
matchup_009_opening_009_0,matchup_009,opening_009,rnbq1bnr/p1ppkp1p/1p4p1/4p3/8/3P2P1/PPPNPP1P/RNBQKB1R w KQ - 2 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.29048369999509305,complete,,9
matchup_009_opening_009_1,matchup_009,opening_009,rnbq1bnr/p1ppkp1p/1p4p1/4p3/8/3P2P1/PPPNPP1P/RNBQKB1R w KQ - 2 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.2900565000018105,complete,,9
matchup_009_opening_010_0,matchup_009,opening_010,rn1qkbnr/1pp1ppp1/p6p/3p1b2/2P2P2/P6N/1P1PP1PP/RNBQKB1R w KQkq - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.26855520001845434,complete,,10
matchup_009_opening_010_1,matchup_009,opening_010,rn1qkbnr/1pp1ppp1/p6p/3p1b2/2P2P2/P6N/1P1PP1PP/RNBQKB1R w KQkq - 0 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.27750149997882545,complete,,10
matchup_009_opening_011_0,matchup_009,opening_011,r1bqkbnr/pp1p2pp/n1p1p3/5p2/P2P1B2/8/1PP1PPPP/RN1QKBNR w KQkq - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.290325700014364,complete,,11
matchup_009_opening_011_1,matchup_009,opening_011,r1bqkbnr/pp1p2pp/n1p1p3/5p2/P2P1B2/8/1PP1PPPP/RN1QKBNR w KQkq - 0 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.2985134000191465,complete,,11
matchup_009_opening_012_0,matchup_009,opening_012,r1bqkbnr/ppppppp1/8/7p/Q1P3P1/1P1n4/P2PPP1P/RNB1KBNR w KQkq - 1 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.3019462000229396,complete,,12
matchup_009_opening_012_1,matchup_009,opening_012,r1bqkbnr/ppppppp1/8/7p/Q1P3P1/1P1n4/P2PPP1P/RNB1KBNR w KQkq - 1 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.2859671000041999,complete,,12
matchup_009_opening_013_0,matchup_009,opening_013,rnbqkbnr/ppp3pp/4pp2/3p4/8/2PP4/PP2PPPP/RNBQKBNR w KQkq - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.3047855999902822,complete,,13
matchup_009_opening_013_1,matchup_009,opening_013,rnbqkbnr/ppp3pp/4pp2/3p4/8/2PP4/PP2PPPP/RNBQKBNR w KQkq - 0 5,1,minic,Level=10,minic,Level=9,1-0,1.0,77,0.268407900002785,complete,,13
matchup_009_opening_014_0,matchup_009,opening_014,rnbqk1nr/ppppp2p/6pb/8/2P2pPP/P7/1P1PPP2/RNBQKBNR w KQkq - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.27820499998051673,complete,,14
matchup_009_opening_014_1,matchup_009,opening_014,rnbqk1nr/ppppp2p/6pb/8/2P2pPP/P7/1P1PPP2/RNBQKBNR w KQkq - 0 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.29814309999346733,complete,,14
matchup_009_opening_015_0,matchup_009,opening_015,rnb1kbnr/1ppp1pp1/8/p2Pp2p/4P2q/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.33148569997865707,complete,,15
matchup_009_opening_015_1,matchup_009,opening_015,rnb1kbnr/1ppp1pp1/8/p2Pp2p/4P2q/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.32269990001805127,complete,,15
matchup_009_opening_016_0,matchup_009,opening_016,rn1qkbnr/p2pppp1/b7/1pP4p/5P2/8/PPP1PKPP/RNBQ1BNR w kq - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.30713690002448857,complete,,16
matchup_009_opening_016_1,matchup_009,opening_016,rn1qkbnr/p2pppp1/b7/1pP4p/5P2/8/PPP1PKPP/RNBQ1BNR w kq - 0 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.30062629998428747,complete,,16
matchup_009_opening_017_0,matchup_009,opening_017,rnbqkbnr/p1p3pp/1p1pp3/5pP1/P3P3/8/1PPP1P1P/RNBQKBNR w KQkq - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.29352629999630153,complete,,17
matchup_009_opening_017_1,matchup_009,opening_017,rnbqkbnr/p1p3pp/1p1pp3/5pP1/P3P3/8/1PPP1P1P/RNBQKBNR w KQkq - 0 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.27679760003229603,complete,,17
matchup_009_opening_018_0,matchup_009,opening_018,rnbqkb1r/ppp2ppp/3pp3/3P1n2/8/6PP/PPP1PP2/RNBQKBNR w KQkq - 1 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.286483199975919,complete,,18
matchup_009_opening_018_1,matchup_009,opening_018,rnbqkb1r/ppp2ppp/3pp3/3P1n2/8/6PP/PPP1PP2/RNBQKBNR w KQkq - 1 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.2875134000205435,complete,,18
matchup_009_opening_019_0,matchup_009,opening_019,rnb1kbnr/1pqppp1p/2p5/p5p1/3P4/1QP4P/PP2PPP1/RNB1KBNR w KQkq - 0 5,0,minic,Level=9,minic,Level=10,1/2-1/2,0.5,80,0.29669629997806624,complete,,19
matchup_009_opening_019_1,matchup_009,opening_019,rnb1kbnr/1pqppp1p/2p5/p5p1/3P4/1QP4P/PP2PPP1/RNB1KBNR w KQkq - 0 5,1,minic,Level=10,minic,Level=9,1/2-1/2,0.5,80,0.2878865000093356,complete,,19
matchup_010_opening_000_0,matchup_010,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.29969159996835515,complete,,0
matchup_010_opening_000_1,matchup_010,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.28834210004424676,complete,,0
matchup_010_opening_001_0,matchup_010,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.30526709998957813,complete,,1
matchup_010_opening_001_1,matchup_010,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.28940579999471083,complete,,1
matchup_010_opening_002_0,matchup_010,opening_002,rnb1kbnr/pppp1p1p/5qp1/4p3/7P/1P3PP1/P1PPP3/RNBQKBNR w KQkq - 0 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.2915699000004679,complete,,2
matchup_010_opening_002_1,matchup_010,opening_002,rnb1kbnr/pppp1p1p/5qp1/4p3/7P/1P3PP1/P1PPP3/RNBQKBNR w KQkq - 0 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.28461229999084026,complete,,2
matchup_010_opening_003_0,matchup_010,opening_003,rnbqk1nr/1ppp1ppp/1b2p3/p7/P7/2P2P1P/1P1PP1P1/RNBQKBNR w KQkq - 1 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.28272700001252815,complete,,3
matchup_010_opening_003_1,matchup_010,opening_003,rnbqk1nr/1ppp1ppp/1b2p3/p7/P7/2P2P1P/1P1PP1P1/RNBQKBNR w KQkq - 1 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.27466830000048503,complete,,3
matchup_010_opening_004_0,matchup_010,opening_004,rnbqkbnr/2ppp1p1/1p3p2/p6p/2P5/4P2P/PP1PKPP1/RNBQ1BNR w kq - 0 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.2800416999962181,complete,,4
matchup_010_opening_004_1,matchup_010,opening_004,rnbqkbnr/2ppp1p1/1p3p2/p6p/2P5/4P2P/PP1PKPP1/RNBQ1BNR w kq - 0 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.31987850001314655,complete,,4
matchup_010_opening_005_0,matchup_010,opening_005,r1bqkb1r/ppp1pppp/3p1n2/8/1nB1P3/1PP5/P2P1PPP/RNBQK1NR w KQkq - 2 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.31749410001793876,complete,,5
matchup_010_opening_005_1,matchup_010,opening_005,r1bqkb1r/ppp1pppp/3p1n2/8/1nB1P3/1PP5/P2P1PPP/RNBQK1NR w KQkq - 2 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.30091089999768883,complete,,5
matchup_010_opening_006_0,matchup_010,opening_006,r1b1k1nr/pppp1ppp/n3p3/6q1/1b6/P2P4/2PNPPPP/R1BQKBNR w KQkq - 0 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.30216989998007193,complete,,6
matchup_010_opening_006_1,matchup_010,opening_006,r1b1k1nr/pppp1ppp/n3p3/6q1/1b6/P2P4/2PNPPPP/R1BQKBNR w KQkq - 0 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.2753744999645278,complete,,6
matchup_010_opening_007_0,matchup_010,opening_007,rn1qkb1r/ppp1p1pp/3p1n2/5p2/1P6/2N2PPb/P1PPP2P/R1BQKBNR w KQkq - 1 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.29278409999096766,complete,,7
matchup_010_opening_007_1,matchup_010,opening_007,rn1qkb1r/ppp1p1pp/3p1n2/5p2/1P6/2N2PPb/P1PPP2P/R1BQKBNR w KQkq - 1 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.2932916000136174,complete,,7
matchup_010_opening_008_0,matchup_010,opening_008,r1bq1bnr/pppkpppp/8/3p4/4P3/2N5/PPPP1PPP/R1BQK1NR w KQ - 0 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.3025958000216633,complete,,8
matchup_010_opening_008_1,matchup_010,opening_008,r1bq1bnr/pppkpppp/8/3p4/4P3/2N5/PPPP1PPP/R1BQK1NR w KQ - 0 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.32280189997982234,complete,,8
matchup_010_opening_009_0,matchup_010,opening_009,rnbq1bnr/p1ppkp1p/1p4p1/4p3/8/3P2P1/PPPNPP1P/RNBQKB1R w KQ - 2 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.28569960000459105,complete,,9
matchup_010_opening_009_1,matchup_010,opening_009,rnbq1bnr/p1ppkp1p/1p4p1/4p3/8/3P2P1/PPPNPP1P/RNBQKB1R w KQ - 2 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.29358669999055564,complete,,9
matchup_010_opening_010_0,matchup_010,opening_010,rn1qkbnr/1pp1ppp1/p6p/3p1b2/2P2P2/P6N/1P1PP1PP/RNBQKB1R w KQkq - 0 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.2937699999893084,complete,,10
matchup_010_opening_010_1,matchup_010,opening_010,rn1qkbnr/1pp1ppp1/p6p/3p1b2/2P2P2/P6N/1P1PP1PP/RNBQKB1R w KQkq - 0 5,1,minic,Level=11,minic,Level=10,1-0,1.0,59,0.1902237000176683,complete,,10
matchup_010_opening_011_0,matchup_010,opening_011,r1bqkbnr/pp1p2pp/n1p1p3/5p2/P2P1B2/8/1PP1PPPP/RN1QKBNR w KQkq - 0 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.3020500999991782,complete,,11
matchup_010_opening_011_1,matchup_010,opening_011,r1bqkbnr/pp1p2pp/n1p1p3/5p2/P2P1B2/8/1PP1PPPP/RN1QKBNR w KQkq - 0 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.319194299983792,complete,,11
matchup_010_opening_012_0,matchup_010,opening_012,r1bqkbnr/ppppppp1/8/7p/Q1P3P1/1P1n4/P2PPP1P/RNB1KBNR w KQkq - 1 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.30219699995359406,complete,,12
matchup_010_opening_012_1,matchup_010,opening_012,r1bqkbnr/ppppppp1/8/7p/Q1P3P1/1P1n4/P2PPP1P/RNB1KBNR w KQkq - 1 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.3035750999697484,complete,,12
matchup_010_opening_013_0,matchup_010,opening_013,rnbqkbnr/ppp3pp/4pp2/3p4/8/2PP4/PP2PPPP/RNBQKBNR w KQkq - 0 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.2917509999824688,complete,,13
matchup_010_opening_013_1,matchup_010,opening_013,rnbqkbnr/ppp3pp/4pp2/3p4/8/2PP4/PP2PPPP/RNBQKBNR w KQkq - 0 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.2778787999995984,complete,,13
matchup_010_opening_014_0,matchup_010,opening_014,rnbqk1nr/ppppp2p/6pb/8/2P2pPP/P7/1P1PPP2/RNBQKBNR w KQkq - 0 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.2995845000259578,complete,,14
matchup_010_opening_014_1,matchup_010,opening_014,rnbqk1nr/ppppp2p/6pb/8/2P2pPP/P7/1P1PPP2/RNBQKBNR w KQkq - 0 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.28713820001576096,complete,,14
matchup_010_opening_015_0,matchup_010,opening_015,rnb1kbnr/1ppp1pp1/8/p2Pp2p/4P2q/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 5,0,minic,Level=10,minic,Level=11,1/2-1/2,0.5,80,0.30115110002225265,complete,,15
matchup_010_opening_015_1,matchup_010,opening_015,rnb1kbnr/1ppp1pp1/8/p2Pp2p/4P2q/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 5,1,minic,Level=11,minic,Level=10,1/2-1/2,0.5,80,0.3169777999864891,complete,,15
