population_id,anatomical_family,population_size,train_depth,test_depth,validation_pair_accuracy,validation_top1_accuracy,validation_top3_accuracy,validation_mean_teacher_regret_cp,validation_mean_selected_teacher_rank,validation_mean_spearman,validation_mean_kendall,validation_mean_score_margin,validation_near_zero_unit_fraction,validation_saturated_unit_fraction,winner_switch_frequency_across_test_depth
readout_pfn,pfn,256,2,64,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,0.0,0.02813167562143967,0.0
readout_pfn,pfn,256,4,1,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.3802083333333333
readout_pfn,pfn,256,4,2,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.3802083333333333
readout_pfn,pfn,256,4,4,0.6087305838243171,0.0546875,0.15625,3555.6953125,12.390625,0.11440102255890994,0.07900758272308764,0.2512856014072895,0.0,0.034082081822889694,0.3802083333333333
readout_pfn,pfn,256,4,8,0.531869309051955,0.0234375,0.125,5936.5859375,16.7265625,0.025589229730637743,0.020668420132493426,0.6329006149899215,3.0343733816675297e-06,0.030003883997928534,0.3802083333333333
readout_pfn,pfn,256,4,16,0.5401713979646492,0.015625,0.1171875,5952.9375,17.078125,0.029995193540853914,0.024814588805942377,1.0891468655318022,0.0,0.02933227602278612,0.3802083333333333
readout_pfn,pfn,256,4,32,0.5313336904124264,0.015625,0.1015625,5963.0703125,17.5234375,0.02605393643879044,0.021085585259188404,1.2752365231281146,0.0,0.02951433842568617,0.3802083333333333
readout_pfn,pfn,256,4,64,0.5080342795929298,0.015625,0.09375,5971.578125,17.921875,0.008276715195852338,0.00852954518938034,1.2459351404104382,0.0,0.02813167562143967,0.3802083333333333
readout_pfn,pfn,256,8,1,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.3828125
readout_pfn,pfn,256,8,2,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.3828125
