population_id,anatomical_family,population_role,population_size,depth,validation_pair_accuracy,validation_top1_accuracy,validation_top3_accuracy,validation_mean_teacher_regret_cp,validation_mean_selected_teacher_rank,validation_mean_spearman,validation_mean_kendall,validation_mean_score_margin,validation_near_zero_unit_fraction,validation_saturated_unit_fraction,effective_rank,within_position_candidate_distance,mean_train_feature_std,mean_validation_score_margin_proxy
readout_central_complex,central_complex,readout,256,8,0.7185324049276914,0.1171875,0.3671875,4299.0078125,11.9609375,0.19710558853747784,0.13957435968827853,0.49792534904554486,1.0114577938891765e-06,0.020831984722941482,19.473108291625977,5.258637060140311,0.9999998807907104,10.544920921325684
readout_central_complex,central_complex,readout,256,16,0.7225495447241564,0.1015625,0.3515625,4309.328125,12.296875,0.20134487595828748,0.14328478403710915,0.509053754620254,2.022915587778353e-06,0.02068633480062144,20.499027252197266,5.517243375579584,0.9999999403953552,10.702919006347656
readout_central_complex,central_complex,readout,256,32,0.723888591322978,0.1015625,0.3671875,4311.6796875,12.328125,0.21100321343485065,0.14981364454088505,0.5042697256430984,3.0343733816675297e-06,0.02027972876747799,20.13799285888672,5.489175750938498,0.9999998807907104,10.471844673156738
readout_central_complex,central_complex,readout,256,64,0.7391537225495447,0.140625,0.3515625,4277.46875,12.0859375,0.22532309925625532,0.16225255095131824,0.49081792682409286,1.0114577938891765e-06,0.014242337195753496,14.313199043273926,5.1333279326351455,0.9999998807907104,10.72796630859375
readout_central_computation_panel,central_computation_panel,readout,256,1,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
readout_central_computation_panel,central_computation_panel,readout,256,2,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
readout_central_computation_panel,central_computation_panel,readout,256,4,0.6925549009105517,0.0703125,0.265625,4337.109375,14.109375,0.1809325776071682,0.12688548563549004,0.407431410625577,0.024841403417918177,0.027290142736923872,18.119937896728516,5.372075598455639,0.96875,8.325592041015625
readout_central_computation_panel,central_computation_panel,readout,256,8,0.696036422067488,0.1015625,0.3828125,5111.1953125,13.890625,0.19758269986580013,0.14152304901652946,0.6030828738585114,0.0,0.019219720999482135,18.064144134521484,5.469592545857603,0.9999998807907104,11.811081886291504
readout_central_computation_panel,central_computation_panel,readout,256,16,0.6909480449919657,0.09375,0.359375,5111.2265625,13.8671875,0.18930211748162057,0.13413482699606794,0.5990989692509174,1.0114577938891765e-06,0.018839412868979805,18.6097469329834,5.630283770164334,0.9999998807907104,12.190465927124023
readout_central_computation_panel,central_computation_panel,readout,256,32,0.6906802356722014,0.0859375,0.359375,5110.6328125,13.6171875,0.18782713633385023,0.13393266271993526,0.568305391818285,1.0114577938891765e-06,0.018957753430864838,17.961828231811523,5.543105910341676,0.9999998807907104,11.156221389770508
