population_id,anatomical_family,population_role,population_size,depth,validation_pair_accuracy,validation_top1_accuracy,validation_top3_accuracy,validation_mean_teacher_regret_cp,validation_mean_selected_teacher_rank,validation_mean_spearman,validation_mean_kendall,validation_mean_score_margin,validation_near_zero_unit_fraction,validation_saturated_unit_fraction,effective_rank,within_position_candidate_distance,mean_train_feature_std,mean_validation_score_margin_proxy
readout_fan_shaped_body,fan_shaped_body,readout,256,1,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
readout_fan_shaped_body,fan_shaped_body,readout,256,2,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,0.9921875,0.0003489529388917659,1.9344128370285034,0.0,0.007812462747097015,0.0
readout_fan_shaped_body,fan_shaped_body,readout,256,4,0.7056775575790037,0.09375,0.3125,4350.6875,13.7890625,0.20610810633184995,0.14616147163728588,0.5656666848808527,0.03585011004660797,0.024527851501812532,27.397113800048828,6.089498776809313,0.9531250596046448,10.131394386291504
readout_fan_shaped_body,fan_shaped_body,readout,256,8,0.724692019282271,0.1015625,0.3359375,5102.0078125,13.2265625,0.21318100148471003,0.15177751535095463,0.507329408545047,1.0114577938891765e-06,0.017031937791299846,28.799718856811523,6.542744510551346,0.9999999403953552,9.823644638061523
readout_fan_shaped_body,fan_shaped_body,readout,256,16,0.7265666845206213,0.1015625,0.3359375,5867.8203125,13.3671875,0.21203375841419267,0.15102818491241424,0.5196343841962516,0.0,0.01609128204298291,29.205350875854492,6.672875722235974,0.9999998807907104,8.994577407836914
readout_fan_shaped_body,fan_shaped_body,readout,256,32,0.7308516336368506,0.1171875,0.3515625,5858.0703125,13.2109375,0.21323564681749685,0.15174218067674444,0.5062292022630572,1.0114577938891765e-06,0.01526694394096323,26.95306396484375,6.442026147310971,0.9999998807907104,8.902983665466309
readout_fan_shaped_body,fan_shaped_body,readout,256,64,0.7150508837707552,0.0859375,0.265625,5104.671875,13.4609375,0.19782653280406054,0.13944957147114767,0.4332006031181663,2.022915587778353e-06,0.008569070429829104,12.00058364868164,5.608376732901568,0.9999999403953552,7.515555381774902
readout_fb_combined,fb_combined,readout,256,1,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
readout_fb_combined,fb_combined,readout,256,2,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,0.99609375,0.0,1.0,0.0,0.0039062092546373606,0.0
readout_fb_combined,fb_combined,readout,256,4,0.7056775575790037,0.078125,0.3203125,5126.328125,14.2578125,0.19936920989953136,0.14192959931401025,0.3989716414362192,0.07119550265406525,0.02209731842309684,26.14958381652832,5.953333176572915,0.9101561903953552,7.292171478271484
