graph_index,body_id,role,superclass,class,subclass,type,flywire_type,hemibrain_type,manc_type,in_degree,out_degree,weighted_in_strength,weighted_out_strength,reciprocal_edge,input_reach_depth,output_reverse_distance
158345,840733,baseline_sensory,vnc_sensory,unknown_sensory,mechanosensory bristle,SNta29,nan,nan,SNta29,0,10,0.0,0.04289453476667404,0,0,2
158356,841125,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta34,nan,nan,SNta34,1,19,1.0,0.03514736518263817,1,0,2
158377,843622,baseline_sensory,vnc_sensory,gustatory,leg bristle,LgLG7,nan,nan,SNch15,6,12,1.0,0.12480487674474716,1,0,2
158461,856129,baseline_sensory,vnc_sensory,mechanosensory_proprioceptive,leg,SNpp55,nan,nan,SNpp55,7,35,1.0,0.35903793573379517,1,0,2
158528,873450,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta29,nan,nan,SNta29,2,50,1.0,0.20677600800991058,0,0,2
158558,890169,baseline_sensory,vnc_sensory,gustatory,leg bristle,LgLG6,nan,nan,SNch15,10,23,1.0,0.25565922260284424,1,0,2
158922,903122,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta29,nan,nan,SNta29,15,96,1.0000001192092896,0.8906157612800598,1,0,1
158943,903173,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta18,nan,nan,SNta18,33,83,1.0000001192092896,0.7965652346611023,1,0,2
159319,904201,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta14,nan,nan,SNta14,25,92,1.0,0.8697918057441711,1,0,1
159412,904600,baseline_sensory,vnc_sensory,unknown_sensory,leg,nan,nan,nan,nan,0,10,0.0,0.029557393863797188,0,0,2
159436,904682,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta38,nan,nan,SNta38,14,65,0.9999999403953552,0.7799490690231323,1,0,2
159488,904824,baseline_sensory,vnc_sensory,gustatory,wing bristle,WG4,nan,nan,SNch02,39,73,0.9999999403953552,1.7138326168060303,1,0,2
159660,905242,baseline_sensory,vnc_sensory,mechanosensory_proprioceptive,chordotonal organ,SNpp47,nan,nan,SNpp47,16,53,0.9999998807907104,0.7561786770820618,1,0,2
159803,905668,baseline_sensory,vnc_sensory,mechanosensory_proprioceptive,chordotonal organ,SNpp39,nan,nan,SNpp39,5,22,1.0,0.6911413073539734,1,0,2
159930,906069,baseline_sensory,vnc_sensory,gustatory,leg bristle,LgLG1a,nan,nan,SNch05,13,46,0.9999999403953552,0.9283976554870605,1,0,2
159934,906074,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta12,nan,nan,SNta12,22,64,1.0000001192092896,0.6416629552841187,1,0,2
160073,906511,baseline_sensory,vnc_sensory,gustatory,leg bristle,LgLG3,nan,nan,"SNch07,SNch09",16,37,1.0,0.6940249800682068,1,0,1
160142,906816,baseline_sensory,vnc_sensory,mechanosensory_tactile,leg,nan,nan,nan,nan,7,30,1.0,0.20956620573997498,1,0,2
160522,908238,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta37,nan,nan,SNta37,44,128,1.0000001192092896,1.4504139423370361,1,0,1
160627,908603,baseline_sensory,vnc_sensory,mechanosensory_proprioceptive,chordotonal organ,SNpp51,nan,nan,SNpp51,8,84,1.0,0.8926595449447632,1,0,1
160715,908783,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta11,nan,nan,SNta11,36,100,1.0,0.7747817039489746,1,0,2
160883,909199,baseline_sensory,vnc_sensory,unknown_sensory,abdomen,SNxx19,nan,nan,SNxx19,4,56,1.0,0.5586451292037964,1,0,2
160903,909240,baseline_sensory,vnc_sensory,mechanosensory_proprioceptive,chordotonal organ,SNpp50,nan,nan,SNpp50,11,71,1.0,0.6036515831947327,1,0,2
160906,909243,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta29,nan,nan,SNta29,6,73,1.0,0.28758230805397034,1,0,2
160922,909274,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta20,nan,nan,SNta20,25,74,1.0,0.9356694221496582,1,0,1
160992,909449,baseline_sensory,vnc_sensory,mechanosensory_tactile,notum,"SNta02,SNta09",nan,nan,"SNta02,SNta09",17,52,0.9999999403953552,0.5551676750183105,1,0,2
161576,911799,baseline_sensory,vnc_sensory,unknown_sensory,leg,SNxx33,nan,nan,SNxx33,5,56,1.0,0.31252917647361755,1,0,2
161677,912259,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta04,nan,nan,SNta04,28,57,1.0,0.6034632921218872,1,0,2
161695,912309,baseline_sensory,vnc_sensory,mechanosensory_proprioceptive,chordotonal organ,SNpp58,nan,nan,SNpp58,7,58,1.0,1.073791742324829,1,0,2
161712,912350,baseline_sensory,vnc_sensory,mechanosensory_tactile,notum,"SNta02,SNta09",nan,nan,"SNta02,SNta09",22,79,1.0000001192092896,0.7007595896720886,1,0,2
161794,912826,baseline_sensory,vnc_sensory,mechanosensory_proprioceptive,campaniform sensilla,SNpp24,nan,nan,SNpp24,22,26,0.9999999403953552,0.4830014407634735,1,0,2
161859,913292,baseline_sensory,vnc_sensory,mechanosensory_tactile,leg,SNta34,nan,nan,SNta34,5,38,1.0,0.19104868173599243,1,0,1
161941,914493,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta37,nan,nan,SNta37,11,55,1.0,0.39545661211013794,1,0,2
161949,914538,baseline_sensory,vnc_sensory,unknown_sensory,abdomen,nan,nan,nan,nan,14,22,1.000000238418579,0.3118916153907776,1,0,2
161982,914838,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta41,nan,nan,SNta41,2,15,1.0,0.19920536875724792,1,0,2
162064,917934,baseline_sensory,cb_sensory,gustatory,pharyngeal sensillum,PhG1a,PhG1a,nan,nan,37,86,0.9999998807907104,1.614210605621338,1,0,2
162066,918029,baseline_sensory,cb_sensory,olfactory,nan,ORN_VM5d,ORN_VM5d,ORN_VM5d,nan,14,41,1.0,0.6647807359695435,1,0,3
162100,919429,baseline_sensory,cb_sensory,gustatory,labellar bristle,LB1e,LB1e,nan,nan,4,10,1.0,0.4706488847732544,1,0,2
162146,921618,baseline_sensory,cb_sensory,olfactory,nan,ORN_DL4,ORN_DL4,ORN_DL4,nan,2,13,1.0,0.6410694122314453,1,0,3
162179,923024,baseline_sensory,cb_sensory,gustatory,nan,LB4b,LB3,nan,nan,8,48,0.9999998807907104,0.9772131443023682,1,0,1
162191,923464,baseline_sensory,cb_sensory,olfactory,nan,ORN_VA1d,ORN_VA1d,ORN_VA1d,nan,3,15,1.0,0.07189834862947464,1,0,2
162236,925497,baseline_sensory,cb_sensory,olfactory,nan,ORN_VA3,ORN_VA3,ORN_VA3,nan,8,20,1.0000001192092896,0.0775686725974083,1,0,2
162334,928982,baseline_sensory,ol_sensory,visual,nan,R1-R6,R1-6,nan,nan,1,3,1.0,0.34187227487564087,1,0,4
162412,931570,baseline_sensory,cb_sensory,mechanosensory,wind_gravity,JO-DA,JO-DA,nan,nan,9,24,1.0,0.31688395142555237,1,0,1
162663,936687,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta32,nan,nan,SNta32,4,40,1.0000001192092896,0.23034188151359558,1,0,1
162807,940850,baseline_sensory,ol_sensory,visual,nan,R7y,R7,nan,nan,4,10,1.0,0.44528430700302124,0,0,3
162809,940946,baseline_sensory,ol_sensory,visual,nan,R7y,R7,nan,nan,0,9,0.0,0.3125600814819336,0,0,3
162871,944698,baseline_sensory,cb_sensory,mechanosensory,nan,nan,"BM_dOcci,BM_dPoOr",nan,nan,10,29,1.0000001192092896,0.7061585783958435,1,0,1
162933,953016,baseline_sensory,ol_sensory,visual,nan,R1-R6,R1-6,nan,nan,1,3,1.0,0.23962579667568207,1,0,4
162983,954509,baseline_sensory,cb_sensory,olfactory,nan,ORN_VA6,ORN_VA6,ORN_VA6,nan,11,22,1.0,0.10230393707752228,1,0,2
163021,956071,baseline_sensory,cb_sensory,olfactory,nan,ORN_VA2,ORN_VA2,ORN_VA2,nan,21,44,1.0,0.8444772362709045,1,0,2
163081,106383624,baseline_sensory,ol_sensory,visual,nan,R8y,R8,nan,nan,0,4,0.0,0.11382769793272018,0,0,3
163085,107511965,baseline_sensory,cb_sensory,mechanosensory,nan,BM_vOcci_vPoOr,BM_vOcci_vPoOr,nan,nan,1,4,1.0,1.006446361541748,0,0,1
163086,107589294,baseline_sensory,ol_sensory,visual,nan,R8p,R8,nan,nan,0,11,0.0,0.8916953802108765,0,0,3
163136,125318610,baseline_sensory,ol_sensory,visual,nan,R7p,R7,nan,nan,2,6,1.0,0.209741473197937,1,0,3
163147,127863962,baseline_sensory,cb_sensory,mechanosensory,nan,BM_InOm,BM_InOm,nan,nan,1,3,1.0,0.00295281782746315,0,0,2
163166,137801097,baseline_sensory,cb_sensory,mechanosensory,wind_gravity,JO-B3,JO-B3,nan,nan,7,20,1.0,0.060001567006111145,0,0,2
163178,143552024,baseline_sensory,cb_sensory,mechanosensory,nan,BM_InOm,BM_InOm,nan,nan,1,5,1.0,0.008069868199527264,0,0,2
163184,145088940,baseline_sensory,cb_sensory,mechanosensory,wind_gravity,JO-EV3,JO-EV3,nan,nan,2,25,1.0,0.14188890159130096,1,0,1
163192,147687811,baseline_sensory,ol_sensory,visual,nan,R8y,R8,nan,nan,2,10,1.0,0.5390726327896118,1,0,3
163247,190913874,baseline_sensory,cb_sensory,mechanosensory,nan,BM_InOm,BM_InOm,nan,nan,1,11,1.0,1.0309587717056274,0,0,2
163292,222873418,baseline_sensory,cb_sensory,mechanosensory,wind_gravity,JO-EV1,JO-EV1,nan,nan,0,5,0.0,0.029833510518074036,0,0,2
163299,235503501,baseline_sensory,cb_sensory,mechanosensory,wind_gravity,JO-ED2_a,JO-ED2_a,nan,nan,0,2,0.0,0.002414473332464695,0,0,3
163306,237424260,baseline_sensory,ol_sensory,visual,nan,R8y,R8,nan,nan,1,9,1.0,0.7683891654014587,1,0,3
163336,261473814,baseline_sensory,cb_sensory,olfactory,nan,ORN_VL1,ORN_VL1,ORN_VL1,nan,2,10,1.0,0.048038288950920105,0,0,3
163345,273896622,baseline_sensory,cb_sensory,olfactory,nan,ORN_DL3,ORN_DL3,ORN_DL3,nan,2,11,1.0,0.29703933000564575,0,0,3
163384,308077970,baseline_sensory,cb_sensory,mechanosensory,wind_gravity,JO-EV2,JO-EV2,nan,nan,3,28,1.0,0.21725577116012573,1,0,2
163474,388968038,baseline_sensory,cb_sensory,gustatory,labellar bristle,LB4a,LB4a,nan,nan,5,20,1.0,0.38538026809692383,1,0,2
163477,390052493,baseline_sensory,cb_sensory,hygrosensory,nan,HRN_VP4,HRN_VP4,HRN_VP4,nan,1,9,1.0,0.07610617578029633,1,0,2
163484,397076641,baseline_sensory,ol_sensory,visual,nan,R8_unclear,R8,nan,nan,1,8,1.0,0.22419962286949158,1,0,3
163496,411645324,baseline_sensory,cb_sensory,mechanosensory,nan,BM_InOm,BM_InOm,nan,nan,5,11,1.0,0.007594813592731953,1,0,2
163531,451788176,baseline_sensory,cb_sensory,olfactory,nan,ORN_VM6l,ORN_VM6l,ORN_VC5,nan,7,14,1.0,0.19217927753925323,1,0,3
163583,505688557,baseline_sensory,cb_sensory,olfactory,nan,ORN_V,ORN_V,ORN_V,nan,4,19,1.0,0.24751846492290497,1,0,2
163587,509196674,baseline_sensory,cb_sensory,mechanosensory,nan,BM_InOm,BM_InOm,nan,nan,0,4,0.0,0.0032797756139189005,0,0,2
163603,520157875,baseline_sensory,cb_sensory,olfactory,nan,ORN_VL2p,ORN_VL2p,ORN_VL2p,nan,14,49,0.9999998807907104,0.1470407247543335,1,0,2
163716,640220032,baseline_sensory,cb_sensory,mechanosensory,nan,BM_InOm,BM_InOm,nan,nan,1,5,1.0,0.005197477526962757,0,0,2
163725,649610769,baseline_sensory,cb_sensory,olfactory,nan,ORN_DM5,ORN_DM5,ORN_DM5,nan,5,9,1.0,0.06644700467586517,1,0,2
163770,694421624,baseline_sensory,cb_sensory,mechanosensory,nan,BM_InOm,BM_InOm,nan,nan,3,6,1.0,0.5045493841171265,0,0,2
163777,701436290,baseline_sensory,cb_sensory,mechanosensory,wind_gravity,JO-EV3,JO-EV3,nan,nan,2,33,1.0,0.2780197560787201,1,0,2
163806,729814188,baseline_sensory,cb_sensory,olfactory,nan,ORN_DL4,ORN_DL4,ORN_DL4,nan,6,23,1.0,0.2689611613750458,1,0,3
163842,766547228,baseline_sensory,cb_sensory,gustatory,labellar bristle,LB3b,LB3,nan,nan,2,12,1.0,0.07912273705005646,1,0,2
163909,828816343,baseline_sensory,cb_sensory,mechanosensory,nan,BM_InOm,BM_InOm,nan,nan,3,12,1.0,1.1223512887954712,1,0,1
163937,848326281,baseline_sensory,cb_sensory,olfactory,nan,ORN_DC1,ORN_DC1,ORN_DC1,nan,10,26,1.0,0.14737936854362488,1,0,2
163971,884064233,baseline_sensory,cb_sensory,olfactory,nan,ORN_DA3,ORN_DA3,ORN_DA3,nan,3,17,1.0,0.4384969472885132,1,0,3
163998,908685148,baseline_sensory,cb_sensory,olfactory,nan,ORN_DL1,ORN_DL1,ORN_DL1,nan,18,30,1.0,0.9567803144454956,1,0,3
164014,919015263,baseline_sensory,cb_sensory,gustatory,labellar bristle,LB2a,LB2a-b,nan,nan,8,45,1.0,1.0852090120315552,1,0,1
164035,945623062,baseline_sensory,cb_sensory,olfactory,nan,ORN_DL1,ORN_DL1,ORN_DL1,nan,17,33,0.9999999403953552,0.5799574255943298,1,0,3
164104,1004255645,baseline_sensory,cb_sensory,mechanosensory,nan,BM_InOm,BM_InOm,nan,nan,1,5,1.0,0.0024989903904497623,1,0,1
164134,1028199187,baseline_sensory,cb_sensory,mechanosensory,nan,BM_InOm,BM_InOm,nan,nan,0,3,0.0,0.008978718891739845,0,0,2
164146,1039063503,baseline_sensory,cb_sensory,mechanosensory,wind_gravity,JO-unclear,nan,nan,nan,0,1,0.0,0.0006377550889737904,0,0,2
164213,1050229344,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta44,nan,nan,SNta44,0,16,0.0,0.03806203603744507,0,0,2
164536,1068978878,baseline_sensory,vnc_sensory,unknown_sensory,leg,SNxxxx,nan,nan,SNxxxx,1,3,1.0,0.004637241363525391,0,0,2
164545,1073128028,baseline_sensory,vnc_sensory,mechanosensory_tactile,mechanosensory bristle,SNta40,nan,nan,SNta40,0,14,0.0,0.03734337538480759,0,0,2
164554,1078099767,baseline_sensory,vnc_sensory,mechanosensory_proprioceptive,campaniform sensilla,SNpp53,nan,nan,SNpp53,11,14,1.0000001192092896,0.18480022251605988,1,0,2
