representation,depth,effective_rank,within_position_candidate_distance,validation_pair_accuracy,validation_top1_accuracy,validation_top3_accuracy,validation_mean_teacher_regret_cp,validation_mean_selected_teacher_rank,validation_mean_spearman,validation_mean_kendall,validation_mean_score_margin,validation_near_zero_unit_fraction,validation_saturated_unit_fraction
raw_encoder,0,118.69168853759766,13.633779605988604,0.7359400107123728,0.125,0.375,5063.390625,11.3984375,0.2407395823583549,0.17632210171066431,1.334572672843933,0.6163513630277282,0.006380712554786819
projected_sensory,0,103.18881225585938,18.509276427371773,0.7324584895554366,0.1328125,0.359375,5043.6875,11.1953125,0.23851525012636984,0.1731341451773794,1.2946657366119325,0.2512504146976955,0.017583940882314863
