population_id,anatomical_family,depth,population_size,within_position_candidate_distance,between_position_state_distance,effective_rank,participation_ratio,cka_to_depth_1,validation_pair_accuracy,validation_top1_accuracy,validation_top3_accuracy,validation_mean_teacher_regret_cp,validation_mean_selected_teacher_rank,validation_mean_spearman,validation_mean_kendall,validation_mean_score_margin,validation_near_zero_unit_fraction,validation_saturated_unit_fraction,train_pair_accuracy,train_top1_accuracy,train_top3_accuracy,train_mean_teacher_regret_cp,train_mean_selected_teacher_rank,train_mean_spearman,train_mean_kendall,train_mean_score_margin,train_near_zero_unit_fraction,train_saturated_unit_fraction,train_validation_pair_accuracy_gap,train_validation_top1_accuracy_gap,train_validation_regret_gap_cp,state_norm_mean,delta_norm_mean,saturation_fraction,effective_rank_relative_to_depth_1,winner_switch_frequency_across_test_depth
readout_mbon,mbon,4,97,3.32531511367374,12.36217050167297,7.125563144683838,3.448006480911415,0.0,0.678896625602571,0.0625,0.28125,4351.828125,13.734375,0.1764443424146715,0.12305509812494,0.5095833784434944,0.0,0.0055924231342128,0.7997718197375927,0.203125,0.421875,1053.2890625,10.2421875,0.2495348490698056,0.17862422636221,0.4082388058304786,0.0,0.0069475571492604,0.1208751941350216,0.140625,3298.5390625,9.42880916595459,9.396235466003418,0.0055924231342128,7125563.144683838,0.3939732142857143
readout_mbon,mbon,8,97,3.1953371362382805,12.321185348894474,6.240250587463379,3.3488159473736063,0.0,0.6505088377075522,0.078125,0.265625,4349.78125,14.421875,0.1411882387149017,0.0969229026137115,0.4196242396719754,0.0,0.0040842040073248,0.7812321734169995,0.1640625,0.421875,1054.609375,10.1796875,0.2332565478486794,0.1688524126321927,0.4018699461594224,5.673791056970536e-06,0.0057674086094105,0.1307233357094472,0.0859375,3295.171875,9.405052185058594,4.404496192932129,0.0040842040073248,6240250.587463379,0.3939732142857143
readout_mbon,mbon,16,97,3.111880259890109,12.600297338364069,6.541990280151367,3.9183862016433406,0.0,0.6309587573647563,0.0625,0.265625,5118.1328125,13.921875,0.118284955282497,0.0803118161526208,0.3360893703065812,2.669414383872466e-06,0.004791598819051,0.7604107244723332,0.1875,0.421875,1051.9140625,9.9921875,0.2100284089791776,0.1505379029591287,0.3730517532676458,0.0,0.0053475480711947,0.1294519671075769,0.125,4066.21875,9.636445999145508,2.878803014755249,0.004791598819051,6541990.280151367,0.3939732142857143
readout_mbon,mbon,32,97,3.0250858448340843,12.650334053768216,6.571640968322754,4.113515536199858,0.0,0.6264059989287627,0.0859375,0.25,5118.2734375,13.2734375,0.1106547573757775,0.0727534279410386,0.3111427573021501,0.0,0.0048983753944059,0.7498573873359954,0.171875,0.40625,1065.1875,10.46875,0.1955295372244659,0.1403745841253349,0.3541449818294495,2.836895528485268e-06,0.0044283939199655,0.1234513884072326,0.0859375,4053.0859375,9.668188095092772,2.128899574279785,0.0048983753944059,6571640.968322754,0.3939732142857143
readout_mbon,mbon,64,97,2.987941414387941,12.639280951784045,6.352592468261719,4.441779199449918,0.0,0.6371183717193358,0.09375,0.234375,4330.4921875,13.1328125,0.1055600802169833,0.0700771957265036,0.2440265262266621,0.0,0.0038546343703118,0.7438676554478038,0.15625,0.359375,1077.9765625,10.9140625,0.1954667742316834,0.1396107524562549,0.290058332378976,0.0,0.0038780361874393,0.1067492837284679,0.0625,3252.515625,9.62044620513916,3.575525045394897,0.0038546343703118,6352592.468261719,0.3939732142857143
readout_smp,smp,1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0,0.015625,0.0390625,2765.34375,16.65625,,,0.0,1.0,0.0,0.0,-0.046875,1582.078125,0.0,0.0,0.0,0.0,0.474516369047619
readout_smp,smp,2,256,0.9854636137016752,5.413846836874877,7.573140621185303,5.480789426910809,0.0,0.129084092126406,0.0625,0.125,4347.421875,15.6953125,0.0476999032787589,0.0385458187881737,0.0,0.93359375,0.0034379450414293,0.132344552196235,0.015625,0.0390625,2765.34375,16.65625,0.1069647875929483,0.0880627117425685,0.0,0.93359375,0.002329346106219,0.003260460069829,-0.046875,1582.078125,3.952065706253052,3.952065706253052,0.0034379450414293,7573140.621185303,0.474516369047619
readout_smp,smp,4,256,6.727472987673214,21.80642914238493,31.30471420288086,19.79540417426672,0.0,0.737814675950723,0.0859375,0.3125,5053.984375,11.3125,0.2452121871538896,0.1778476013862449,0.4509430136531591,2.022915587778353e-06,0.0250325689409632,0.8787792355961209,0.2265625,0.6171875,1026.21875,8.9609375,0.3131608220710407,0.2278402298594559,0.4588401222135871,0.0,0.0173061708860759,0.1409645596453979,0.140625,4027.765625,16.72769546508789,16.177600860595703,0.0250325689409632,31304714.20288086,0.474516369047619
readout_smp,smp,8,256,6.905261499168707,21.33013575374652,31.16208267211914,18.869466491991066,0.0,0.7316550615961436,0.109375,0.359375,5866.4765625,12.2578125,0.2335632490179881,0.1696981344479926,0.5780966002494097,0.0,0.0192379272397721,0.8853394181403309,0.28125,0.6171875,1023.2578125,8.3359375,0.3077457175351963,0.2228604245432428,0.5314755020663142,2.149834892680242e-06,0.0147854894744083,0.1536843565441873,0.171875,4843.21875,16.416622161865234,8.695232391357422,0.0192379272397721,31162082.67211914,0.474516369047619
readout_smp,smp,16,256,6.871405962021794,21.36499617862587,31.645492553710938,19.428208471445775,0.0,0.7319228709159079,0.109375,0.34375,5878.578125,12.515625,0.2291730917575592,0.1650363325082895,0.5505298851057887,1.0114577938891763e-06,0.0186219494432936,0.8853394181403309,0.2734375,0.6171875,1030.2265625,8.5,0.3031201755202841,0.2193223524608163,0.5529836546629667,1.074917446340121e-06,0.0142652294303797,0.153416547224423,0.1640625,4848.3515625,16.428016662597656,4.030775547027588,0.0186219494432936,31645492.553710938,0.474516369047619
readout_smp,smp,32,256,6.326550537413318,21.57290007432084,25.203516006469727,13.18636133142173,0.0,0.7249598286020353,0.09375,0.375,5883.9140625,12.359375,0.2132097306624801,0.1501252979570953,0.5060072024352849,0.0,0.0172150116519937,0.8816314888762122,0.2734375,0.609375,1026.78125,8.078125,0.3041931685149002,0.2209447329209447,0.5326096415519714,1.074917446340121e-06,0.0124357199367088,0.1566716602741769,0.1796875,4857.1328125,16.444072723388672,6.169568061828613,0.0172150116519937,25203516.006469727,0.474516369047619
readout_smp,smp,64,256,5.256907972635034,21.027236350421138,9.71524429321289,3.585245690983739,0.0,0.7139796464916979,0.1015625,0.3515625,5055.1328125,11.421875,0.2128369556191601,0.1498109869374221,0.3875941238366067,1.0114577938891763e-06,0.0097433729285344,0.8628066172276098,0.2890625,0.53125,993.78125,7.6953125,0.30152686321801,0.2167515195536014,0.4411811791360378,1.074917446340121e-06,0.0058765736791414,0.1488269707359119,0.1875,4061.3515625,15.929614067077637,10.044837951660156,0.0097433729285344,9715244.29321289,0.474516369047619
readout_cre,cre,1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0,0.015625,0.0390625,2765.34375,16.65625,,,0.0,1.0,0.0,0.0,-0.046875,1582.078125,0.0,0.0,0.0,0.0,0.41238839285714285
readout_cre,cre,2,256,0.0802552861133453,0.6350443519304113,1.0,1.0000000428339966,0.0,0.0091055168719871,0.0546875,0.125,4351.5390625,15.703125,-0.0093367578559029,-0.0155285556153887,0.0273304674774408,0.99609375,0.0003863768772656,0.0099828864803194,0.015625,0.0390625,2765.34375,16.65625,0.1021307441642463,0.0852647006553519,0.0,0.99609375,0.0003439735828288,0.0008773696083323,-0.0390625,1586.1953125,0.5286834239959717,0.5286834239959717,0.0003863768772656,1000000.0,0.41238839285714285
readout_cre,cre,4,256,6.673617309440606,21.03958486510233,27.726402282714844,16.566872343223988,0.0,0.6762185324049277,0.1015625,0.3046875,5120.96875,13.46875,0.1763388344781388,0.1240645709070729,0.4843020779080689,2.022915587778353e-06,0.0233484917141377,0.8562464346833999,0.21875,0.484375,1058.2578125,10.2578125,0.2671103720611957,0.1940088840934952,0.4931984229478985,2.149834892680242e-06,0.0185648992157402,0.1800279022784722,0.1171875,4062.7109375,16.093109130859375,16.06804084777832,0.0233484917141377,27726402.282714844,0.41238839285714285
readout_cre,cre,8,256,6.568804928526049,21.24300244128775,26.10773277282715,15.705350406710352,0.0,0.7110337439742903,0.1015625,0.359375,5104.6484375,12.625,0.1804768904321202,0.1269555502541649,0.6056514694355428,1.0114577938891763e-06,0.0164473151864319,0.8705077010838562,0.2578125,0.5859375,1028.71875,8.9140625,0.2727492001143699,0.1948576478629613,0.6004350776784122,1.074917446340121e-06,0.0133354258392955,0.1594739571095659,0.15625,4075.9296875,16.205018997192383,10.945438385009766,0.0164473151864319,26107732.77282715,0.41238839285714285
readout_cre,cre,16,256,6.515194727250444,21.33881423661813,25.205711364746094,14.812088211376352,0.0,0.7206748794858061,0.0859375,0.3515625,5085.5234375,12.2890625,0.1861874930598096,0.1306132837822537,0.6016214047558606,1.0114577938891763e-06,0.0162622184101501,0.8705077010838562,0.265625,0.578125,1031.7890625,8.8203125,0.2764833364261239,0.2000259801952721,0.5857005247380584,1.074917446340121e-06,0.0123207037699504,0.1498328215980501,0.1796875,4053.734375,16.304485321044922,3.918672800064087,0.0162622184101501,25205711.364746094,0.41238839285714285
