population_id,anatomical_family,depth,population_size,within_position_candidate_distance,between_position_state_distance,effective_rank,participation_ratio,cka_to_depth_1,validation_pair_accuracy,validation_top1_accuracy,validation_top3_accuracy,validation_mean_teacher_regret_cp,validation_mean_selected_teacher_rank,validation_mean_spearman,validation_mean_kendall,validation_mean_score_margin,validation_near_zero_unit_fraction,validation_saturated_unit_fraction,train_pair_accuracy,train_top1_accuracy,train_top3_accuracy,train_mean_teacher_regret_cp,train_mean_selected_teacher_rank,train_mean_spearman,train_mean_kendall,train_mean_score_margin,train_near_zero_unit_fraction,train_saturated_unit_fraction,train_validation_pair_accuracy_gap,train_validation_top1_accuracy_gap,train_validation_regret_gap_cp,state_norm_mean,delta_norm_mean,saturation_fraction,effective_rank_relative_to_depth_1,winner_switch_frequency_across_test_depth
readout_cre,cre,32,256,6.2383845720584885,21.466692506353247,23.449657440185547,13.790867485220344,0.0,0.7155865024102839,0.09375,0.3515625,5091.4140625,12.515625,0.1811339781819193,0.1272366419115241,0.5755008501000702,0.0,0.0153387574443293,0.8670849971477467,0.265625,0.578125,1031.828125,8.84375,0.2694324450801323,0.1946159887914273,0.5698500107973814,3.224752339020363e-06,0.0110017800632911,0.1514984947374628,0.171875,4059.5859375,16.308395385742188,4.703244686126709,0.0153387574443293,23449657.440185547,0.41238839285714285
readout_cre,cre,64,256,5.376514876046418,20.712209105246394,10.61756992340088,4.289232764320997,0.0,0.7040707016604177,0.078125,0.3046875,5097.2734375,12.9296875,0.1696707671726317,0.1195144642811431,0.4709981814958155,0.0,0.0076526896685655,0.8528237307472903,0.25,0.546875,1817.4609375,9.1796875,0.2582933667873772,0.1827611874725611,0.4888933110050857,1.074917446340121e-06,0.0059045215327462,0.1487530290868726,0.171875,3279.8125,15.728062629699709,9.994855880737305,0.0076526896685655,10617569.92340088,0.41238839285714285
readout_sip,sip,1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0,0.015625,0.0390625,2765.34375,16.65625,,,0.0,1.0,0.0,0.0,-0.046875,1582.078125,0.0,0.0,0.0,0.0,0.3759300595238095
readout_sip,sip,2,256,0.2070275195824963,1.871438570658819,4.295546531677246,3.764464855718164,0.0,0.0088377075522228,0.0625,0.1171875,4367.9296875,16.015625,-0.0584034268616011,-0.0479746189455411,0.0340844807215034,0.97265625,0.0005785538581046,0.0156873930405019,0.0234375,0.046875,2789.78125,17.0234375,-0.0131977040881797,-0.0110477009749162,0.0643818008247762,0.97265625,0.0006460253852504,0.0068496854882791,-0.0390625,1578.1484375,1.5577123165130615,1.5577123165130615,0.0005785538581046,4295546.531677246,0.3759300595238095
readout_sip,sip,4,256,6.816590274314661,19.82893614936056,33.727134704589844,20.391175083099128,0.0,0.695232994108195,0.0859375,0.3203125,4328.53125,13.609375,0.1879194248221816,0.1396331143383136,0.6471634088084102,3.0343733816675297e-06,0.0143485402641118,0.869937250427838,0.2265625,0.515625,1033.03125,9.578125,0.2696523973453945,0.1959396874294466,0.5449757524766028,1.074917446340121e-06,0.0146350010319207,0.174704256319643,0.140625,3295.5,15.461071968078612,15.302810668945312,0.0143485402641118,33727134.704589844,0.3759300595238095
readout_sip,sip,8,256,6.884840232605351,19.92224197395711,28.890291213989254,17.553451323858837,0.0,0.7013926084627745,0.0625,0.3203125,5875.4921875,13.0703125,0.1855814430197966,0.1339660649216429,0.589793298044242,1.0114577938891763e-06,0.0137001958182288,0.8710781517398745,0.203125,0.5546875,1031.5078125,9.59375,0.2807672296436158,0.2056079323408027,0.5332323845941573,4.299669785360484e-06,0.0110480015134837,0.1696855432770999,0.140625,4843.984375,15.495622634887695,9.901080131530762,0.0137001958182288,28890291.213989258,0.3759300595238095
readout_sip,sip,16,256,6.739979256526462,19.995367390293445,27.83122444152832,16.98573540280166,0.0,0.7011247991430102,0.0625,0.3125,5109.3125,13.3515625,0.1894983573913503,0.1374490466945001,0.5998067138716578,1.0114577938891763e-06,0.0123559684101501,0.8679406731317741,0.203125,0.53125,1045.9765625,10.15625,0.2858828001059489,0.2091668005891284,0.5514751193113625,1.074917446340121e-06,0.0097871233489268,0.1668158739887639,0.140625,4063.3359375,15.500846862792969,4.3308305740356445,0.0123559684101501,27831224.44152832,0.3759300595238095
readout_sip,sip,32,256,6.276995366472845,19.98457620993579,24.529932022094727,14.251691926854988,0.0,0.7019282271023032,0.078125,0.3046875,5107.609375,13.3984375,0.2056412445698305,0.1542181612167877,0.5851272286381572,4.045831175556706e-06,0.0113161897980321,0.8670849971477467,0.2265625,0.5234375,1036.6484375,9.859375,0.2847759975692592,0.2088975475529871,0.5463522602804005,1.074917446340121e-06,0.0105696632498624,0.1651567700454435,0.1484375,4070.9609375,15.312910079956056,4.774590492248535,0.0113161897980321,24529932.022094727,0.3759300595238095
readout_sip,sip,64,256,5.405190552026337,19.82284239493817,11.39897346496582,4.305320064432109,0.0,0.693626138189609,0.0859375,0.2578125,5112.71875,14.0078125,0.1932630126203425,0.1413810426856082,0.5409749560058117,0.0,0.0069244400569653,0.8573873359954364,0.2421875,0.5,1822.953125,10.484375,0.2712282196366949,0.1940302592120498,0.4820836251601577,4.299669785360484e-06,0.0077458551183269,0.1637611978058273,0.15625,3289.765625,15.032021522521973,9.23829746246338,0.0069244400569653,11398973.46496582,0.3759300595238095
readout_central_complex,central_complex,1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0,0.015625,0.0390625,2765.34375,16.65625,,,0.0,1.0,0.0,0.0,-0.046875,1582.078125,0.0,0.0,0.0,0.0,0.3619791666666667
readout_central_complex,central_complex,2,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0,0.015625,0.0390625,2765.34375,16.65625,,,0.0,1.0,0.0,0.0,-0.046875,1582.078125,0.0,0.0,0.0,0.0,0.3619791666666667
readout_central_complex,central_complex,4,256,5.094834525020636,21.25704223735497,20.32477569580078,11.985222192454318,0.0,0.6855918585966791,0.1015625,0.3515625,5075.25,12.1171875,0.1831920631125558,0.127177461103064,0.4593842137837782,0.0684716468151217,0.0272830625323666,0.8334284084426697,0.1875,0.5,1074.84375,10.515625,0.2704324136138341,0.1983427230452208,0.533736483193934,0.0712509029306549,0.0201815750550357,0.1478365498459906,0.0859375,4000.40625,15.684077262878418,15.684077262878418,0.0272830625323666,20324775.69580078,0.3619791666666667
readout_central_complex,central_complex,8,256,5.258637060140311,21.37520432656214,19.473108291625977,9.869887884559008,0.0,0.7185324049276914,0.1171875,0.3671875,4299.0078125,11.9609375,0.1971055885374778,0.1395743596882785,0.4979253490455448,1.0114577938891763e-06,0.0208319847229414,0.872219053051911,0.2890625,0.5625,1023.21875,8.4296875,0.2972895985318314,0.215380953767985,0.5487538622692227,0.0,0.0160108953632361,0.1536866481242196,0.171875,3275.7890625,15.791372299194336,12.734579086303713,0.0208319847229414,19473108.291625977,0.3619791666666667
readout_central_complex,central_complex,16,256,5.517243375579584,21.41435905589099,20.499027252197266,10.630948600157964,0.0,0.7225495447241564,0.1015625,0.3515625,4309.328125,12.296875,0.2013448759582874,0.1432847840371091,0.509053754620254,2.022915587778353e-06,0.0206863348006214,0.8733599543639475,0.2890625,0.5625,1034.09375,8.859375,0.295160182893976,0.2154027974458715,0.5472272429615259,1.074917446340121e-06,0.0156464983489268,0.1508104096397911,0.1875,3275.234375,15.89990520477295,3.47880482673645,0.0206863348006214,20499027.252197266,0.3619791666666667
readout_central_complex,central_complex,32,256,5.489175750938498,21.4189209146391,20.13799285888672,10.691730746423008,0.0,0.723888591322978,0.1015625,0.3671875,4311.6796875,12.328125,0.2110032134348506,0.149813644540885,0.5042697256430984,3.0343733816675297e-06,0.0202797287674779,0.8679406731317741,0.2890625,0.53125,1029.96875,8.8515625,0.2975432857555197,0.2170699271508261,0.5493992208503187,1.074917446340121e-06,0.0145414832140891,0.1440520818087961,0.1875,3281.7109375,15.895719528198242,3.8520333766937256,0.0202797287674779,20137992.85888672,0.3619791666666667
readout_central_complex,central_complex,64,256,5.1333279326351455,21.33591912528945,14.313199043273926,6.751244671187397,0.0,0.7391537225495447,0.140625,0.3515625,4277.46875,12.0859375,0.2253230992562553,0.1622525509513182,0.4908179268240928,1.0114577938891763e-06,0.0142423371957534,0.8622361665715915,0.25,0.5234375,1038.296875,8.625,0.3029413725004096,0.2180174349275389,0.4891720651648938,3.224752339020363e-06,0.0107921711612548,0.1230824440220468,0.109375,3239.171875,15.911491394042969,7.807347774505615,0.0142423371957534,14313199.043273926,0.3619791666666667
readout_lal,lal,1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0,0.015625,0.0390625,2765.34375,16.65625,,,0.0,1.0,0.0,0.0,-0.046875,1582.078125,0.0,0.0,0.0,0.0,0.46521577380952384
readout_lal,lal,2,256,1.5922155514230565,8.663940387214087,13.806483268737791,10.01511616852566,0.0,0.221478307445099,0.0625,0.15625,4326.71875,13.484375,0.0400644572423053,0.0301460368516123,0.2850853954441845,0.8279672125841533,0.0066958505955463,0.2147746719908728,0.0546875,0.1171875,2739.09375,14.875,0.0863649065091843,0.071666447316681,0.2774792064446956,0.828125,0.0055272255090809,-0.0067036354542262,-0.0078125,1587.625,6.281713485717773,6.281713485717773,0.0066958505955463,13806483.268737791,0.46521577380952384
readout_lal,lal,4,256,5.982714984957384,21.88454985803797,25.93998908996582,16.182154503637992,0.0,0.7062131762185324,0.1171875,0.3359375,5871.4921875,12.5625,0.1866972347873395,0.1347089135916289,0.4621633721981197,1.0114577938891763e-06,0.0244186140600725,0.861095265259555,0.2421875,0.5703125,1023.09375,9.0625,0.2558162417301564,0.1813398410083385,0.440541731659323,1.074917446340121e-06,0.0176254213676389,0.1548820890410226,0.125,4848.3984375,16.45860481262207,15.670331954956056,0.0244186140600725,25939989.08996582,0.46521577380952384
readout_lal,lal,8,256,5.880674947855695,21.619628517453464,25.7177677154541,15.921259967724584,0.0,0.711569362613819,0.1171875,0.3515625,4305.3046875,11.546875,0.1985219368255422,0.1435455472466847,0.4764570165425539,1.0114577938891763e-06,0.0219890924391507,0.8725042783799202,0.28125,0.59375,1014.140625,8.3359375,0.2607720335999945,0.1865396209433214,0.4632931146770715,3.224752339020363e-06,0.0155218079251513,0.1609349157661012,0.1640625,3291.1640625,16.335472106933594,6.555282115936279,0.0219890924391507,25717767.7154541,0.46521577380952384
readout_lal,lal,16,256,5.9336641367812994,21.64878156216144,26.226375579833984,16.3391733534955,0.0,0.7171933583288699,0.125,0.34375,4299.78125,11.2265625,0.1994123584522592,0.1438181108274416,0.4821839584037661,1.0114577938891763e-06,0.0214388593992749,0.872219053051911,0.2890625,0.59375,988.921875,7.765625,0.2594543701386468,0.184824974196391,0.4490863312967121,0.0,0.0152692023252614,0.1550256947230411,0.1640625,3310.859375,16.382402420043945,1.903174877166748,0.0214388593992749,26226375.579833984,0.46521577380952384
readout_lal,lal,32,256,5.905126826102107,21.705680706521072,26.4912109375,16.593340250849376,0.0,0.7150508837707552,0.1484375,0.3515625,4262.40625,10.0234375,0.1967734637774323,0.1417189202725481,0.4584045084193349,0.0,0.0215329249741066,0.8716486023958927,0.2890625,0.59375,989.4296875,7.59375,0.2581302902703569,0.1845682609124529,0.4363004011102021,0.0,0.0150864663593835,0.1565977186251375,0.140625,3272.9765625,16.420982360839844,1.9932262897491453,0.0215329249741066,26491210.9375,0.46521577380952384
readout_lal,lal,64,256,5.828757864092829,21.727300948144872,25.009618759155277,15.782008769876624,0.0,0.7182645956079271,0.1328125,0.3515625,5049.1875,10.953125,0.1951015773848446,0.1411221396897909,0.4427603632211685,0.0,0.0194968604350077,0.8662293211637193,0.2421875,0.578125,997.9609375,7.515625,0.2500941563583609,0.1760482585186821,0.4310899002011865,1.074917446340121e-06,0.0136493017336268,0.1479647255557922,0.109375,4051.2265625,16.441591262817383,5.023809909820557,0.0194968604350077,25009618.759155277,0.46521577380952384
readout_baseline_a,baseline_a,1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0,0.015625,0.0390625,2765.34375,16.65625,,,0.0,1.0,0.0,0.0,-0.046875,1582.078125,0.0,0.0,0.0,0.0,0.48084077380952384
readout_baseline_a,baseline_a,2,256,4.486340141216068,9.713337504979764,33.25346374511719,24.26482987229825,0.0,0.688805570433851,0.1171875,0.3203125,4267.25,10.078125,0.1860148822908453,0.1361569516279183,0.5870111132971942,0.7108717552433972,0.0048600546996374,0.7763833428408443,0.15625,0.4453125,1831.6953125,10.3828125,0.2218690424363953,0.1565836629360867,0.4429858410730958,0.7109375,0.0057873555310952,0.0875777724069932,0.0390625,2435.5546875,8.048449516296387,8.048449516296387,0.0048600546996374,33253463.745117188,0.48084077380952384
readout_baseline_a,baseline_a,4,256,7.845100199410025,20.706090020687256,41.048622131347656,24.538810943818223,0.0,0.7445099089448313,0.15625,0.390625,4260.890625,10.515625,0.225172491979134,0.1607963691002317,0.7293277899734676,1.0114577938891763e-06,0.0165595870015535,0.8936109526525956,0.3125,0.640625,995.703125,7.7421875,0.3001841031478391,0.2123385588530736,0.6846704320050776,0.0,0.0158862049394606,0.1491010437077643,0.15625,3265.1875,16.15960693359375,14.84775161743164,0.0165595870015535,41048622.131347656,0.48084077380952384
readout_baseline_a,baseline_a,8,256,7.9672690759037135,20.344462341262705,38.38397216796875,21.56721552112541,0.0,0.7434386716657739,0.15625,0.3828125,4264.1484375,10.7109375,0.2268658246210564,0.1616632538163329,0.7706022565253079,0.0,0.0137092989383739,0.890188248716486,0.2890625,0.6484375,1005.1953125,8.21875,0.2968789707488832,0.2097951461066009,0.7121142302639782,1.074917446340121e-06,0.013153764790864,0.1467495770507121,0.1328125,3258.953125,16.10332489013672,7.501069068908691,0.0137092989383739,38383972.16796875,0.48084077380952384
readout_baseline_a,baseline_a,16,256,8.011721898341804,20.36349026711312,37.78068542480469,20.81546716435753,0.0,0.7442420996250669,0.1328125,0.390625,4274.5234375,10.90625,0.2233938596643902,0.1588405893010956,0.7416985263116658,0.0,0.0141604091144484,0.8899030233884769,0.2890625,0.6484375,1005.28125,8.2265625,0.2913516161814552,0.2043579037444426,0.7047973247244954,0.0,0.0129871525866813,0.14566092376341,0.15625,3269.2421875,16.148635864257812,2.4272446632385254,0.0141604091144484,37780685.42480469,0.48084077380952384
readout_baseline_a,baseline_a,32,256,7.671500589968462,20.654829234567604,32.96413803100586,15.703387792015684,0.0,0.7434386716657739,0.140625,0.3515625,4268.0234375,10.8125,0.2236025830244351,0.1589406537452285,0.7232170726638287,1.0114577938891763e-06,0.012540053728638,0.8881916714204221,0.2890625,0.609375,1005.1953125,8.21875,0.2914170619581029,0.2040149772288141,0.6848787521012127,0.0,0.0112887830214639,0.1447529997546481,0.1484375,3262.828125,16.270206451416016,5.971957206726074,0.012540053728638,32964138.03100586,0.48084077380952384
readout_baseline_a,baseline_a,64,256,7.301905998681965,21.00275314137074,22.75609970092773,9.370486822713032,0.0,0.7479914301017675,0.1484375,0.3828125,4250.078125,10.8046875,0.2215710718941211,0.1580778633711714,0.6611433466896415,3.0343733816675297e-06,0.0096594219316416,0.8864803194523674,0.3046875,0.59375,1005.0703125,8.1484375,0.2909893399420424,0.2060176617708591,0.6395152481272817,0.0,0.008823997317006,0.1384888893505999,0.15625,3245.0078125,16.363967895507812,7.597677707672119,0.0096594219316416,22756099.70092773,0.48084077380952384
