depth,activation_variance_mean,candidate_discriminability_mean_l2,nontrivial_candidate_dependent_fraction,saturation_fraction_mean,state_norm_mean,delta_mean,latency_s
1,0.0,0.0,0.0,0.0,2.482691526412964,2482691.0,5.374559000018053
2,1.5020204102711432e-07,0.0014129733218520464,0.203125,0.0,2.9601635932922363,0.3461189568042755,11.296212399960496
4,4.742312000871607e-07,0.003205011927928497,1.0,0.0,3.2946794033050537,0.09550140053033829,22.800478699966334
8,6.590759085156606e-07,0.004314624144815498,1.0,0.0,3.4755313396453857,0.023656383156776428,46.31178029999137
16,8.805415063761757e-07,0.004748964483482705,1.0,0.0,3.5797135829925537,0.010566744953393936,96.76241610001307
32,1.5970048480085097e-05,0.005271430506726955,1.0,0.0,4.140259742736816,0.046449076384305954,180.1620468000183
64,4.050328698212979e-06,0.010291158047573625,1.0,0.0,5.368930339813232,0.02243257500231266,341.6950012999587
