step,epoch,loss,validation_loss,teacher_agreement,candidate_accuracy,elo,elo_ci_low,elo_ci_high,recurrent_depth,learning_rate,checkpoint
136,136,0.692612811603624,0.6938936816486335,0.07692307692307693,0.5137362637362637,,,,16,0.03,
137,137,0.692611111755988,0.6938833114199843,0.07692307692307693,0.5137362637362637,,,,16,0.03,
138,138,0.6926105326255906,0.6938615012097953,0.07692307692307693,0.5247252747252747,,,,16,0.03,
139,139,0.6926092401001618,0.6938464740705572,0.15384615384615385,0.5274725274725275,,,,16,0.03,
140,140,0.6926096058425377,0.6938399465724634,0.15384615384615385,0.5274725274725275,,,,16,0.03,
141,141,0.6926093029743081,0.6938244489172645,0.15384615384615385,0.5054945054945055,,,,16,0.03,
142,142,0.6926107231467181,0.6938251856005614,0.15384615384615385,0.5302197802197802,,,,16,0.03,
143,143,0.6926095223792638,0.693869761307264,0.15384615384615385,0.5302197802197802,,,,16,0.03,
144,144,0.6926092784543648,0.6938625516608268,0.15384615384615385,0.5302197802197802,,,,16,0.03,
145,145,0.6926092374990442,0.6938618776157678,0.15384615384615385,0.5384615384615384,,,,16,0.03,
146,146,0.6926116473626479,0.69392758090787,0.15384615384615385,0.5247252747252747,,,,16,0.03,
147,147,0.6926121405125936,0.6938935410297968,0.15384615384615385,0.5467032967032966,,,,16,0.03,
148,148,0.6926101871408256,0.6938661975268247,0.15384615384615385,0.5357142857142857,,,,16,0.03,
149,149,0.6926088908241553,0.6938631320653492,0.15384615384615385,0.532967032967033,,,,16,0.03,
150,150,0.6926112161402402,0.6938925376152086,0.15384615384615385,0.5302197802197802,,,,16,0.03,
151,151,0.6926111328602848,0.6939044557596643,0.15384615384615385,0.5054945054945055,,,,16,0.03,
152,152,0.692610287316342,0.6938555662591981,0.15384615384615385,0.521978021978022,,,,16,0.03,
153,153,0.6926115475597041,0.6938169578252977,0.15384615384615385,0.5467032967032966,,,,16,0.03,
154,154,0.6926092958894574,0.6938363773312819,0.15384615384615385,0.5357142857142857,,,,16,0.03,
155,155,0.6926086263720412,0.6938454497442212,0.15384615384615385,0.5302197802197802,,,,16,0.03,
156,156,0.6926114210869969,0.6938497166657706,0.15384615384615385,0.5082417582417582,,,,16,0.03,
157,157,0.692610939030482,0.693846491018558,0.15384615384615385,0.510989010989011,,,,16,0.03,
158,158,0.6926099658299201,0.6938012647930856,0.15384615384615385,0.5384615384615384,,,,16,0.03,
159,159,0.6926119750334497,0.693834932534006,0.07692307692307693,0.5164835164835165,,,,16,0.03,
160,160,0.6926132208436211,0.6938535568939265,0.07692307692307693,0.5192307692307693,,,,16,0.03,
161,161,0.6926129291424638,0.6938595026954638,0.07692307692307693,0.5274725274725275,,,,16,0.03,
162,162,0.6926119043611507,0.6939256604430444,0.07692307692307693,0.5137362637362637,,,,16,0.03,
163,163,0.6926127269290151,0.6939676197617308,0.07692307692307693,0.5,,,,16,0.03,
164,164,0.6926127629247532,0.6939958082572243,0.07692307692307693,0.5027472527472527,,,,16,0.03,
165,165,0.692611916295764,0.6940005550678386,0.15384615384615385,0.5164835164835165,,,,16,0.03,
166,166,0.6926112953297803,0.6939517973552848,0.15384615384615385,0.5302197802197802,,,,16,0.03,
167,167,0.6926118177915308,0.6939011349194244,0.15384615384615385,0.5604395604395604,,,,16,0.03,
168,168,0.6926103323003363,0.6939142411091991,0.15384615384615385,0.5302197802197802,,,,16,0.03,
169,169,0.6926103971930763,0.6938995767014451,0.15384615384615385,0.5357142857142857,,,,16,0.03,
170,170,0.6926099888085312,0.6938752986598536,0.15384615384615385,0.532967032967033,,,,16,0.03,
171,171,0.6926117552031306,0.693849899939601,0.15384615384615385,0.5274725274725275,,,,16,0.03,
172,172,0.6926109004063701,0.693832219698532,0.15384615384615385,0.5439560439560439,,,,16,0.03,
173,173,0.6926121641643135,0.6938253832588238,0.15384615384615385,0.5494505494505495,,,,16,0.03,
174,174,0.6926110525939425,0.6938305800623311,0.15384615384615385,0.5412087912087912,,,,16,0.03,
175,175,0.6926116175578834,0.6939040605640084,0.15384615384615385,0.5027472527472527,,,,16,0.03,
176,176,0.692611013736794,0.69394883883416,0.15384615384615385,0.5082417582417582,,,,16,0.03,
177,177,0.6926104180434326,0.6939218250115065,0.15384615384615385,0.5247252747252747,,,,16,0.03,
178,178,0.6926143203031524,0.6938606097082933,0.23076923076923078,0.5824175824175825,,,,16,0.03,
179,179,0.6926134822240324,0.6938482315891984,0.23076923076923078,0.5741758241758241,,,,16,0.03,
180,180,0.6926111629872355,0.6938660068587661,0.15384615384615385,0.5439560439560439,,,,16,0.03,
181,181,0.6926115671744368,0.6938590800704048,0.15384615384615385,0.5164835164835165,,,,16,0.03,
182,182,0.6926117245491774,0.69383168970259,0.15384615384615385,0.521978021978022,,,,16,0.03,
183,183,0.6926152153438526,0.6938650657685977,0.15384615384615385,0.5137362637362637,,,,16,0.03,
184,184,0.6926140607283455,0.6938422096845199,0.15384615384615385,0.5274725274725275,,,,16,0.03,
185,185,0.6926155247399207,0.6938030254664472,0.23076923076923078,0.5686813186813187,,,,16,0.03,
186,186,0.6926121869740126,0.6938742729821362,0.23076923076923078,0.532967032967033,,,,16,0.03,
187,187,0.6926121179375563,0.6938742925017719,0.23076923076923078,0.5384615384615384,,,,16,0.03,
188,188,0.692612391754167,0.6939167737053732,0.15384615384615385,0.5357142857142857,,,,16,0.03,
189,189,0.6926115603451984,0.6938944064237272,0.15384615384615385,0.5467032967032966,,,,16,0.03,
190,190,0.6926097662388019,0.6938892826488074,0.15384615384615385,0.5384615384615384,,,,16,0.03,
191,191,0.6926100841249883,0.6938312742846461,0.15384615384615385,0.5686813186813187,,,,16,0.03,
192,192,0.6926086733510718,0.6938539458501762,0.15384615384615385,0.532967032967033,,,,16,0.03,
193,193,0.6926100093694126,0.6938960393378026,0.15384615384615385,0.5247252747252747,,,,16,0.03,
194,194,0.6926098162754162,0.6938989670581084,0.15384615384615385,0.5027472527472527,,,,16,0.03,
195,195,0.6926084944774459,0.6938674742667967,0.15384615384615385,0.521978021978022,,,,16,0.03,
196,196,0.6926098702024113,0.6938506913232454,0.15384615384615385,0.5274725274725275,,,,16,0.03,
197,197,0.6926098936302074,0.6938414155906873,0.15384615384615385,0.521978021978022,,,,16,0.03,
198,198,0.6926105876186117,0.693834536803753,0.15384615384615385,0.532967032967033,,,,16,0.03,
199,199,0.692611177434884,0.6938085688705248,0.15384615384615385,0.5412087912087912,,,,16,0.03,
200,200,0.6926114810550211,0.6937964584029652,0.15384615384615385,0.5494505494505495,,,,16,0.03,readout_checkpoint.npz
