epoch,loss,validation_loss,train_pair_accuracy,validation_pair_accuracy,train_top1_accuracy,validation_top1_accuracy
1,0.6929240478438049,0.6932899293340189,0.7708465945257797,0.4807692307692308,0.1346153846153846,0.15384615384615385
2,0.692812453007856,0.6933879211247418,0.7791215786123489,0.49175824175824173,0.1346153846153846,0.15384615384615385
3,0.6927367605812452,0.6934383506429941,0.7759388924252069,0.49175824175824173,0.1346153846153846,0.15384615384615385
4,0.6926836671801175,0.6935061337110666,0.7797581158497772,0.49175824175824173,0.17307692307692307,0.15384615384615385
5,0.6926502362596754,0.6935386302025487,0.772756206238065,0.49725274725274726,0.1346153846153846,0.15384615384615385
6,0.6926334299993074,0.693575291825224,0.7721196690006366,0.510989010989011,0.11538461538461539,0.15384615384615385
7,0.692622492539275,0.6936529313764438,0.7740292807129217,0.510989010989011,0.11538461538461539,0.15384615384615385
8,0.6926180128349066,0.6936824429728281,0.7714831317632082,0.5164835164835165,0.1346153846153846,0.15384615384615385
9,0.692612993962278,0.6937251167600552,0.7721196690006366,0.5192307692307693,0.1346153846153846,0.15384615384615385
10,0.6926105225423697,0.6937472983637868,0.7695735200509229,0.5412087912087912,0.11538461538461539,0.15384615384615385
11,0.6926095786671318,0.6937852463087734,0.7676639083386378,0.5412087912087912,0.11538461538461539,0.15384615384615385
12,0.6926088613548571,0.6937956047156983,0.7683004455760662,0.5384615384615384,0.11538461538461539,0.15384615384615385
13,0.6926102638796979,0.6937861721924946,0.7702100572883513,0.5439560439560439,0.11538461538461539,0.15384615384615385
14,0.6926103943110702,0.6937552174448217,0.7702100572883513,0.5659340659340659,0.11538461538461539,0.15384615384615385
15,0.6926093635070395,0.6937913567800682,0.7689369828134945,0.5384615384615384,0.11538461538461539,0.15384615384615385
16,0.6926090449464012,0.693833719603926,0.7676639083386378,0.510989010989011,0.11538461538461539,0.15384615384615385
17,0.6926102347511501,0.6938719734713361,0.7695735200509229,0.5082417582417582,0.1346153846153846,0.15384615384615385
18,0.6926108259810748,0.693874540028383,0.7651177593889242,0.510989010989011,0.1346153846153846,0.15384615384615385
19,0.692609498841371,0.6938430469565282,0.7638446849140674,0.532967032967033,0.11538461538461539,0.15384615384615385
20,0.6926098138192857,0.6938602850468751,0.7657542966263526,0.5302197802197802,0.11538461538461539,0.15384615384615385
21,0.6926105689655522,0.6938497168990095,0.7695735200509229,0.521978021978022,0.1346153846153846,0.15384615384615385
22,0.6926112490281788,0.6938133404239273,0.7689369828134945,0.5054945054945055,0.1346153846153846,0.15384615384615385
23,0.6926118212471565,0.693826122303531,0.7702100572883513,0.510989010989011,0.15384615384615385,0.15384615384615385
24,0.6926110242971325,0.6937929220260342,0.7695735200509229,0.5357142857142857,0.15384615384615385,0.15384615384615385
25,0.6926121966553833,0.693780014535057,0.7714831317632082,0.5467032967032966,0.15384615384615385,0.15384615384615385
26,0.6926099073545808,0.6937939975850568,0.7670273711012094,0.5357142857142857,0.1346153846153846,0.15384615384615385
27,0.6926106464830681,0.6938521622876566,0.7657542966263526,0.521978021978022,0.1346153846153846,0.15384615384615385
28,0.6926121093222196,0.6938611470127872,0.7695735200509229,0.510989010989011,0.15384615384615385,0.15384615384615385
29,0.692612596846925,0.6938183738379272,0.7676639083386378,0.5384615384615384,0.15384615384615385,0.15384615384615385
30,0.6926141086193136,0.6938261733547272,0.7689369828134945,0.5384615384615384,0.1346153846153846,0.15384615384615385
31,0.6926123308956539,0.6938526112733528,0.7683004455760662,0.5247252747252747,0.11538461538461539,0.15384615384615385
32,0.6926109602052614,0.6938280471504025,0.7740292807129217,0.5357142857142857,0.15384615384615385,0.23076923076923078
33,0.6926111200424404,0.6938226722556464,0.7714831317632082,0.5412087912087912,0.11538461538461539,0.23076923076923078
34,0.692612793881589,0.6937865995407664,0.7695735200509229,0.5412087912087912,0.1346153846153846,0.15384615384615385
35,0.6926131461055568,0.6937281877890255,0.7721196690006366,0.5741758241758241,0.1346153846153846,0.15384615384615385
36,0.692610500830435,0.6937614468031118,0.7702100572883513,0.5302197802197802,0.11538461538461539,0.15384615384615385
37,0.6926114418716882,0.6937775794373646,0.7721196690006366,0.5192307692307693,0.1346153846153846,0.15384615384615385
38,0.6926126007857494,0.693840212058108,0.7714831317632082,0.5054945054945055,0.15384615384615385,0.15384615384615385
39,0.6926108397108885,0.6938966632846127,0.7670273711012094,0.5027472527472527,0.11538461538461539,0.15384615384615385
40,0.6926100031152668,0.6938934820989588,0.7638446849140674,0.5274725274725275,0.11538461538461539,0.15384615384615385
41,0.6926110158100569,0.6938747221598125,0.7683004455760662,0.5357142857142857,0.11538461538461539,0.15384615384615385
42,0.6926133195202901,0.6939233707900926,0.7670273711012094,0.532967032967033,0.11538461538461539,0.15384615384615385
43,0.6926128216285516,0.6939142474353309,0.7644812221514958,0.5576923076923077,0.11538461538461539,0.15384615384615385
44,0.6926101171099976,0.6939046455870559,0.7651177593889242,0.5357142857142857,0.11538461538461539,0.15384615384615385
45,0.6926112957808755,0.6939525638608878,0.7606619987269255,0.5164835164835165,0.15384615384615385,0.15384615384615385
46,0.6926102048999404,0.6939394751649963,0.7651177593889242,0.5192307692307693,0.15384615384615385,0.15384615384615385
47,0.6926099996585976,0.6938964793001414,0.766390833863781,0.532967032967033,0.11538461538461539,0.15384615384615385
48,0.6926105408945075,0.693850439177169,0.7702100572883513,0.5302197802197802,0.15384615384615385,0.15384615384615385
49,0.692610937327675,0.6937947352648334,0.7657542966263526,0.5192307692307693,0.11538461538461539,0.15384615384615385
50,0.6926109225994346,0.6937771579333258,0.7619350732017823,0.5384615384615384,0.11538461538461539,0.15384615384615385
51,0.692610319629998,0.6938032269030836,0.7651177593889242,0.5357142857142857,0.11538461538461539,0.15384615384615385
52,0.6926099990373131,0.6938061248994917,0.7651177593889242,0.532967032967033,0.11538461538461539,0.15384615384615385
53,0.6926107167096751,0.6938075998199495,0.7651177593889242,0.5439560439560439,0.11538461538461539,0.15384615384615385
54,0.6926092457003148,0.693840497733582,0.7683004455760662,0.5302197802197802,0.11538461538461539,0.15384615384615385
55,0.6926107148790721,0.6938171046535945,0.7695735200509229,0.5384615384615384,0.11538461538461539,0.15384615384615385
56,0.6926109738783509,0.6938261064993536,0.7683004455760662,0.5384615384615384,0.11538461538461539,0.15384615384615385
57,0.6926109144161592,0.6938314184312894,0.772756206238065,0.5302197802197802,0.15384615384615385,0.15384615384615385
58,0.6926107277125914,0.6938443918843279,0.7708465945257797,0.5274725274725275,0.15384615384615385,0.15384615384615385
59,0.6926114240072629,0.6938898802676489,0.7670273711012094,0.5192307692307693,0.1346153846153846,0.15384615384615385
60,0.692611050457676,0.6938434898594084,0.7689369828134945,0.5357142857142857,0.1346153846153846,0.15384615384615385
61,0.6926098846924509,0.6938595380238921,0.7689369828134945,0.532967032967033,0.1346153846153846,0.15384615384615385
62,0.6926091167187901,0.6938657420649967,0.7702100572883513,0.5274725274725275,0.1346153846153846,0.15384615384615385
63,0.6926096841915393,0.6938279621120738,0.7676639083386378,0.5439560439560439,0.1346153846153846,0.15384615384615385
64,0.6926115868884993,0.6938559492158698,0.7695735200509229,0.5192307692307693,0.11538461538461539,0.15384615384615385
65,0.692609175095014,0.6938255769881523,0.7689369828134945,0.5384615384615384,0.15384615384615385,0.15384615384615385
66,0.692608821498979,0.6938551558702301,0.7657542966263526,0.5384615384615384,0.1346153846153846,0.15384615384615385
67,0.692608657239601,0.6938232269297961,0.766390833863781,0.5384615384615384,0.1346153846153846,0.15384615384615385
68,0.6926108313349751,0.6937817733947188,0.766390833863781,0.5412087912087912,0.1346153846153846,0.15384615384615385
69,0.6926105927487883,0.6938034138083459,0.7683004455760662,0.5384615384615384,0.1346153846153846,0.15384615384615385
70,0.6926119818558228,0.693865954475037,0.7708465945257797,0.5082417582417582,0.15384615384615385,0.15384615384615385
71,0.6926130105867182,0.6938826959812291,0.7695735200509229,0.510989010989011,0.15384615384615385,0.15384615384615385
72,0.6926105523398852,0.6938293231973222,0.7657542966263526,0.5164835164835165,0.1346153846153846,0.15384615384615385
73,0.6926101703678136,0.6938045759969685,0.7689369828134945,0.532967032967033,0.1346153846153846,0.15384615384615385
74,0.692610608914517,0.6937908765500892,0.7708465945257797,0.5357142857142857,0.1346153846153846,0.15384615384615385
75,0.6926111925930893,0.6937732524910519,0.7689369828134945,0.5357142857142857,0.11538461538461539,0.15384615384615385
