game_id,matchup_id,opening_pair,opening_fen,game_in_pair,white_engine,white_setting,black_engine,black_setting,result,white_score,plies,elapsed_s,status,error,opening_pair_index
matchup_024_opening_000_0,matchup_024,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=24,minic,Level=25,1/2-1/2,0.5,80,0.3260080000036396,complete,,0
matchup_024_opening_000_1,matchup_024,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=25,minic,Level=24,1/2-1/2,0.5,80,0.28009120002388954,complete,,0
matchup_024_opening_001_0,matchup_024,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=24,minic,Level=25,1/2-1/2,0.5,80,0.27597050002077594,complete,,1
matchup_024_opening_001_1,matchup_024,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=25,minic,Level=24,1/2-1/2,0.5,80,0.30965939996531233,complete,,1
matchup_025_opening_000_0,matchup_025,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=25,minic,Level=26,1/2-1/2,0.5,80,0.30507300002500415,complete,,0
matchup_025_opening_000_1,matchup_025,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=26,minic,Level=25,1/2-1/2,0.5,80,0.3014094000100158,complete,,0
matchup_025_opening_001_0,matchup_025,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=25,minic,Level=26,1/2-1/2,0.5,80,0.2982783999759704,complete,,1
matchup_025_opening_001_1,matchup_025,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=26,minic,Level=25,1/2-1/2,0.5,80,0.312071000051219,complete,,1
matchup_026_opening_000_0,matchup_026,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=26,minic,Level=27,1/2-1/2,0.5,80,0.3351808999432251,complete,,0
matchup_026_opening_000_1,matchup_026,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=27,minic,Level=26,1/2-1/2,0.5,80,0.2870437999954447,complete,,0
matchup_026_opening_001_0,matchup_026,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=26,minic,Level=27,1/2-1/2,0.5,80,0.3016238000127487,complete,,1
matchup_026_opening_001_1,matchup_026,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=27,minic,Level=26,1/2-1/2,0.5,80,0.37399399996502325,complete,,1
matchup_027_opening_000_0,matchup_027,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=27,minic,Level=28,1/2-1/2,0.5,80,0.27450659999158233,complete,,0
matchup_027_opening_000_1,matchup_027,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=28,minic,Level=27,1/2-1/2,0.5,80,0.2818521999870427,complete,,0
matchup_027_opening_001_0,matchup_027,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=27,minic,Level=28,1/2-1/2,0.5,80,0.26595530001213774,complete,,1
matchup_027_opening_001_1,matchup_027,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=28,minic,Level=27,1/2-1/2,0.5,80,0.2572628000052646,complete,,1
matchup_028_opening_000_0,matchup_028,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=28,minic,Level=29,1/2-1/2,0.5,80,0.29067969997413456,complete,,0
matchup_028_opening_000_1,matchup_028,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=29,minic,Level=28,1/2-1/2,0.5,80,0.27626559999771416,complete,,0
matchup_028_opening_001_0,matchup_028,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=28,minic,Level=29,1/2-1/2,0.5,80,0.27021759998751804,complete,,1
matchup_028_opening_001_1,matchup_028,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=29,minic,Level=28,1/2-1/2,0.5,80,0.26208620000397786,complete,,1
matchup_029_opening_000_0,matchup_029,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=29,minic,Level=30,1/2-1/2,0.5,80,0.31294799997704104,complete,,0
matchup_029_opening_000_1,matchup_029,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=30,minic,Level=29,1/2-1/2,0.5,80,0.28020310000283644,complete,,0
matchup_029_opening_001_0,matchup_029,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=29,minic,Level=30,1/2-1/2,0.5,80,0.2587620000122115,complete,,1
matchup_029_opening_001_1,matchup_029,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=30,minic,Level=29,1/2-1/2,0.5,80,0.2642630999907851,complete,,1
matchup_030_opening_000_0,matchup_030,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=0,minic,Level=5,1/2-1/2,0.5,80,0.3272510999813676,complete,,0
matchup_030_opening_000_1,matchup_030,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=5,minic,Level=0,1/2-1/2,0.5,80,0.26868580002337694,complete,,0
matchup_030_opening_001_0,matchup_030,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=0,minic,Level=5,1/2-1/2,0.5,80,0.2883943000342697,complete,,1
matchup_030_opening_001_1,matchup_030,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=5,minic,Level=0,1/2-1/2,0.5,80,0.29526759998407215,complete,,1
matchup_031_opening_000_0,matchup_031,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=5,minic,Level=10,1/2-1/2,0.5,80,0.3043694999651052,complete,,0
matchup_031_opening_000_1,matchup_031,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=10,minic,Level=5,1/2-1/2,0.5,80,0.2897594999521971,complete,,0
matchup_031_opening_001_0,matchup_031,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=5,minic,Level=10,1/2-1/2,0.5,80,0.28100169997196645,complete,,1
matchup_031_opening_001_1,matchup_031,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=10,minic,Level=5,1/2-1/2,0.5,80,0.2666606000275351,complete,,1
matchup_032_opening_000_0,matchup_032,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=10,minic,Level=15,1/2-1/2,0.5,80,0.29550569999264553,complete,,0
matchup_032_opening_000_1,matchup_032,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=15,minic,Level=10,1/2-1/2,0.5,80,0.26845189998857677,complete,,0
matchup_032_opening_001_0,matchup_032,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=10,minic,Level=15,1/2-1/2,0.5,80,0.27834630000870675,complete,,1
matchup_032_opening_001_1,matchup_032,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=15,minic,Level=10,1/2-1/2,0.5,80,0.2792092000017874,complete,,1
matchup_033_opening_000_0,matchup_033,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=15,minic,Level=20,1/2-1/2,0.5,80,0.31674320000456646,complete,,0
matchup_033_opening_000_1,matchup_033,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=20,minic,Level=15,1/2-1/2,0.5,80,0.2930029000272043,complete,,0
matchup_033_opening_001_0,matchup_033,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=15,minic,Level=20,1/2-1/2,0.5,80,0.2732634000130929,complete,,1
matchup_033_opening_001_1,matchup_033,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=20,minic,Level=15,1/2-1/2,0.5,80,0.27106180001283064,complete,,1
matchup_034_opening_000_0,matchup_034,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=20,minic,Level=25,1/2-1/2,0.5,80,0.297225599992089,complete,,0
matchup_034_opening_000_1,matchup_034,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=25,minic,Level=20,1/2-1/2,0.5,80,0.26356310001574457,complete,,0
matchup_034_opening_001_0,matchup_034,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=20,minic,Level=25,1/2-1/2,0.5,80,0.2624622999574058,complete,,1
matchup_034_opening_001_1,matchup_034,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=25,minic,Level=20,1/2-1/2,0.5,80,0.2779045000206679,complete,,1
matchup_035_opening_000_0,matchup_035,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,minic,Level=25,minic,Level=30,1/2-1/2,0.5,80,0.3149270000285469,complete,,0
matchup_035_opening_000_1,matchup_035,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=30,minic,Level=25,1/2-1/2,0.5,80,0.30244960001436993,complete,,0
matchup_035_opening_001_0,matchup_035,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,minic,Level=25,minic,Level=30,1/2-1/2,0.5,80,0.2749419999890961,complete,,1
matchup_035_opening_001_1,matchup_035,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=30,minic,Level=25,1/2-1/2,0.5,80,0.30516370001714677,complete,,1
matchup_036_opening_000_0,matchup_036,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,gaia,Skill Level=1,minic,Level=20,1/2-1/2,0.5,80,1.000553600024432,complete,,0
matchup_036_opening_000_1,matchup_036,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=20,gaia,Skill Level=1,1/2-1/2,0.5,80,0.22746780002489686,complete,,0
matchup_036_opening_001_0,matchup_036,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,gaia,Skill Level=1,minic,Level=20,1/2-1/2,0.5,80,0.22564680001232773,complete,,1
matchup_036_opening_001_1,matchup_036,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=20,gaia,Skill Level=1,1/2-1/2,0.5,80,0.22164460003841668,complete,,1
matchup_037_opening_000_0,matchup_037,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,gaia,Skill Level=1,minic,Level=22,1-0,1.0,51,0.7820210999925621,complete,,0
matchup_037_opening_000_1,matchup_037,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=22,gaia,Skill Level=1,1/2-1/2,0.5,80,0.23422189999837428,complete,,0
matchup_037_opening_001_0,matchup_037,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,gaia,Skill Level=1,minic,Level=22,1-0,1.0,47,0.11741649999748915,complete,,1
matchup_037_opening_001_1,matchup_037,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=22,gaia,Skill Level=1,0-1,0.0,48,0.10652859997935593,complete,,1
matchup_038_opening_000_0,matchup_038,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,gaia,Skill Level=1,minic,Level=24,1-0,1.0,57,0.752034500008449,complete,,0
matchup_038_opening_000_1,matchup_038,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=24,gaia,Skill Level=1,0-1,0.0,62,0.15041040000505745,complete,,0
matchup_038_opening_001_0,matchup_038,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,gaia,Skill Level=1,minic,Level=24,1/2-1/2,0.5,80,0.21633890003431588,complete,,1
matchup_038_opening_001_1,matchup_038,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=24,gaia,Skill Level=1,1/2-1/2,0.5,80,0.20885410002665594,complete,,1
matchup_039_opening_000_0,matchup_039,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,gaia,Skill Level=1,minic,Level=26,1/2-1/2,0.5,80,0.8464456999790855,complete,,0
matchup_039_opening_000_1,matchup_039,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=26,gaia,Skill Level=1,0-1,0.0,62,0.18026880000252277,complete,,0
matchup_039_opening_001_0,matchup_039,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,gaia,Skill Level=1,minic,Level=26,1-0,1.0,79,0.23442330001853406,complete,,1
matchup_039_opening_001_1,matchup_039,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=26,gaia,Skill Level=1,0-1,0.0,54,0.14532129996223375,complete,,1
matchup_040_opening_000_0,matchup_040,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,gaia,Skill Level=1,minic,Level=28,1-0,1.0,35,0.6765322999563068,complete,,0
matchup_040_opening_000_1,matchup_040,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=28,gaia,Skill Level=1,0-1,0.0,78,0.21339129999978468,complete,,0
matchup_040_opening_001_0,matchup_040,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,gaia,Skill Level=1,minic,Level=28,1/2-1/2,0.5,80,0.23113809997448698,complete,,1
matchup_040_opening_001_1,matchup_040,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=28,gaia,Skill Level=1,0-1,0.0,48,0.11140689998865128,complete,,1
matchup_041_opening_000_0,matchup_041,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,0,gaia,Skill Level=1,minic,Level=30,1-0,1.0,49,0.79846700001508,complete,,0
matchup_041_opening_000_1,matchup_041,opening_000,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,1,minic,Level=30,gaia,Skill Level=1,0-1,0.0,54,0.12399240001104772,complete,,0
matchup_041_opening_001_0,matchup_041,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,0,gaia,Skill Level=1,minic,Level=30,1/2-1/2,0.5,80,0.2222796999849379,complete,,1
matchup_041_opening_001_1,matchup_041,opening_001,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,1,minic,Level=30,gaia,Skill Level=1,1/2-1/2,0.5,80,0.216640800004825,complete,,1
