step,stage,position_id,selected_move,cp_best,cp_move,regret_cp,raw_signal,running_signal_mean,centered_advantage,applied_advantage,mate_flag,mate_distance,selected_is_teacher_best,control,pass_kind,eligibility_mean_abs,rms_log_ratio,elapsed_s
94,endgames,endgames_0022,f5a5,3408.0,615.0,2793.0,-0.9999965554128465,0.7403570523676086,-1.8319511660846897,0.19544585891406985,1,,0,shuffled,curriculum,1.3154540279526179e-05,0.07838677574831718,649.1907662999583
95,endgames,endgames_0023,c2b3,467.0,407.0,60.0,0.7022299327533641,0.7384506963868964,-0.03812711961424453,0.17567364930086637,1,,0,shuffled,curriculum,7.875725485962922e-06,0.0786908153948449,650.4987594999839
96,endgames,endgames_0024,a7a8r,700.0,372.0,328.0,-0.3501397496772156,0.6840211740836908,-1.088590446064112,0.17688988350332302,1,,0,shuffled,curriculum,1.101608951964807e-05,0.07912266363425637,651.8316552999895
97,endgames,endgames_0025,e3b3,401.0,374.0,27.0,0.8652046582683968,0.6930803482929261,0.18118348418470598,0.12188756200025419,1,,0,shuffled,curriculum,1.8668458156831475e-05,0.07940085487367095,653.1031803999795
98,endgames,endgames_0026,h4g5,611.0,566.0,45.0,0.7759444378215202,0.6972235527693558,0.08286408952859414,-0.03812711961424453,1,,0,shuffled,curriculum,1.404244229840219e-05,0.07931034301806919,654.4287462999346
99,endgames,endgames_0027,c5c6,99997.0,99997.0,0.0,1.0,0.712362375130888,0.30277644723064423,-1.8319511660846897,1,3.0,1,shuffled,curriculum,6.9142238296909194e-06,0.07863921252214483,655.612895200029
100,endgames,endgames_0028,c7c6,577.0,577.0,0.0,1.0,0.7267442563743436,0.28763762486911204,0.18118348418470598,1,,1,shuffled,curriculum,7.904422762146468e-06,0.07886348484609253,656.8250066000037
101,endgames,endgames_0029,a3a4,-2.0,-7.0,5.0,0.9750013020019582,0.7391571086557244,0.24825704562761464,0.18574549901812698,1,,0,shuffled,curriculum,7.036679495193557e-06,0.07952751428268282,658.2032360000303
102,endgames,endgames_0030,a6a1,378.0,354.0,24.0,0.880143792941713,0.7462064428700237,0.1409866842859886,0.30277644723064423,1,,0,shuffled,curriculum,1.5435749205131155e-05,0.0803326993149301,659.4436825000448
103,endgames,endgames_0031,g3f2,81.0,79.0,2.0,0.9900000833325,0.7583961248931476,0.2437936404624763,0.2437936404624763,1,,0,shuffled,curriculum,1.1646499965281208e-05,0.08058052308015787,660.6551810000092
104,endgames,endgames_0032,e5e6,396.0,396.0,0.0,1.0,0.7704763186484902,0.24160387510685244,0.28763762486911204,1,,1,shuffled,curriculum,8.244928097182961e-06,0.08068874173385578,661.8310890999855
105,endgames,endgames_0033,c1b2,412.0,124.0,288.0,-0.23381860575413005,0.7202615724283591,-1.0042949244026202,-1.088590446064112,1,,0,shuffled,curriculum,1.767803318494907e-05,0.0763130726884537,662.9495158999925
106,endgames,endgames_0034,b8a7,640.0,587.0,53.0,0.7365399884180733,0.7210754932278447,0.016278415989714246,0.016278415989714246,1,,0,shuffled,curriculum,5.4845409631229055e-06,0.07629686428071328,664.048953199992
107,endgames,endgames_0035,b6b3,677.0,677.0,0.0,1.0,0.7350217185664525,0.2789245067721553,0.08286408952859414,1,,1,shuffled,curriculum,1.5622351190175777e-05,0.07649311536773154,665.1695925999666
108,endgames,endgames_0036,d2b2,627.0,559.0,68.0,0.6632379082583706,0.7314325280510483,-0.0717838103080819,-0.0717838103080819,1,,0,shuffled,curriculum,1.0022672151530169e-05,0.07625946133712522,666.4234886999475
109,endgames,endgames_0037,d4d1,435.0,420.0,15.0,0.9250351364858591,0.7411126584727888,0.1936026084348108,0.24160387510685244,1,,0,shuffled,curriculum,6.7541475658484914e-06,0.0764540989045888,667.6443684999831
110,endgames,endgames_0038,d2d1,496.0,49.0,447.0,-0.6133951562336359,0.6733872677374676,-1.354507814706425,0.17561521408424763,1,,0,shuffled,curriculum,1.4064075178159055e-05,0.07688209084534768,668.8043614999624
111,endgames,endgames_0039,a3a1,638.0,638.0,0.0,1.0,0.6897179043505942,0.3266127322625324,0.1409866842859886,1,,1,shuffled,curriculum,8.98729229026565e-06,0.07702731624589575,669.9057420999743
112,endgames,endgames_0040,c4c2,419.0,373.0,46.0,0.7710085816057777,0.6937824382133533,0.08129067725518346,0.2789245067721553,1,,0,shuffled,curriculum,1.638544425123086e-05,0.07764439253516452,671.094768299954
113,endgames,endgames_0041,g8g7,526.0,503.0,23.0,0.8851265721942415,0.7033496449123977,0.19134413398088823,-1.0042949244026202,1,,0,shuffled,curriculum,8.863500396933987e-06,0.07574021446229036,672.2399971999694
114,endgames,endgames_0042,h2g1,537.0,537.0,0.0,1.0,0.7181821626667778,0.2966503550876023,0.2966503550876023,1,,1,shuffled,curriculum,1.170079275956032e-05,0.07633371459316807,673.7077514999546
115,endgames,endgames_0043,g1a1,660.0,643.0,17.0,0.9150511401349036,0.7280256115401841,0.19686897746812582,-1.354507814706425,1,,0,shuffled,curriculum,1.0569777233052405e-05,0.07812217148222186,675.1909842999885
116,endgames,endgames_0044,c7c6,61.0,61.0,0.0,1.0,0.7416243309631749,0.2719743884598159,0.20573248306744196,1,,1,shuffled,curriculum,5.210998018954194e-06,0.07824668408267291,676.357017399976
117,endgames,endgames_0045,e6c6,365.0,-63.0,428.0,-0.578922441909961,0.6755969923195181,-1.320546772873136,0.2719743884598159,1,,0,shuffled,curriculum,7.408077607764572e-06,0.07829293329970977,677.5775109999813
118,endgames,endgames_0046,d3c2,0.0,0.0,0.0,1.0,0.6918171427035422,0.3244030076804819,0.2264356295591825,1,,1,shuffled,curriculum,9.889442697378467e-06,0.07885169490941159,678.8099005999975
119,endgames,endgames_0047,b2b3,660.0,647.0,13.0,0.9350228757517102,0.7039774293559505,0.24320573304816795,0.19686897746812582,1,,0,shuffled,curriculum,6.029643523558393e-06,0.07882641233256164,680.0019958999474
120,endgames,endgames_0048,a4a1,413.0,409.0,4.0,0.9800006666400011,0.7177785912201531,0.27602323728405054,0.08129067725518346,1,,0,shuffled,curriculum,1.3217570182892362e-05,0.07900603745481063,681.2115227000322
121,endgames,endgames_0049,f3f2,647.0,511.0,136.0,0.3450452103825893,0.6991419221782749,-0.3727333808375638,0.27602323728405054,1,,0,shuffled,curriculum,1.2124554444228154e-05,0.07957807341112917,682.5272026000312
122,endgames,endgames_0050,d4c5,99996.0,643.0,99353.0,-1.0,0.6141848260693611,-1.6991419221782749,-1.6991419221782749,1,,0,shuffled,curriculum,5.83749853602533e-06,0.08262349271865452,683.8082846000325
123,endgames,endgames_0051,g2b2,609.0,5.0,604.0,-0.8138781019410741,0.5427816796688393,-1.4280629280104353,0.3266127322625324,1,,0,shuffled,curriculum,1.1374619165271256e-05,0.08345446469927895,685.0605955999345
124,endgames,endgames_0052,e7e8,624.0,600.0,24.0,0.880143792941713,0.5596497853324829,0.3373621132728737,-1.4280629280104353,1,,0,shuffled,curriculum,8.59355472095146e-06,0.08242225108148674,686.4327342000324
125,endgames,endgames_0053,d5b3,99995.0,-9.0,100004.0,-1.0,0.48166729606585873,-1.5596497853324829,0.3373621132728737,1,,0,shuffled,curriculum,8.777987763947488e-06,0.08253143205687659,687.7093221000396
126,endgames,endgames_0054,f6c6,826.0,826.0,0.0,1.0,0.5075839312625657,0.5183327039341412,0.24320573304816795,1,,1,shuffled,curriculum,1.4301011024239792e-05,0.08297821479518276,689.0883922999492
127,endgames,endgames_0055,d5c6,635.0,616.0,19.0,0.9050713834937556,0.5274583038741252,0.39748745223118986,0.1936026084348108,1,,0,shuffled,curriculum,1.0534546651522545e-05,0.08289776498749292,690.4564232999692
