game_index,ply,fen,fly_color,last_move,last_actor,white_cp,white_mate,fly_cp,fly_mate,analysis_depth,analyzed_at_utc
0,0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,white,,,37,,37,,18,2026-09-13T20:34:38+00:00
0,1,rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq - 0 1,white,b2b4,fly,-38,,-38,,18,2026-09-13T20:34:40+00:00
0,2,rnbqkbnr/pppp1ppp/8/4p3/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2,white,e7e5,minic,-34,,-34,,18,2026-09-13T20:34:41+00:00
0,3,rnbqkbnr/pppp1ppp/8/4p3/1P6/P7/2PPPPPP/RNBQKBNR b KQkq - 0 2,white,a2a3,fly,-38,,-38,,18,2026-09-13T20:34:42+00:00
0,4,r1bqkbnr/pppp1ppp/2n5/4p3/1P6/P7/2PPPPPP/RNBQKBNR w KQkq - 1 3,white,b8c6,minic,17,,17,,18,2026-09-13T20:34:44+00:00
0,5,r1bqkbnr/pppp1ppp/2n5/4p3/1P6/P1P5/3PPPPP/RNBQKBNR b KQkq - 0 3,white,c2c3,fly,-72,,-72,,18,2026-09-13T20:34:48+00:00
0,6,r1bqkbnr/ppppnppp/8/4p3/1P6/P1P5/3PPPPP/RNBQKBNR w KQkq - 1 4,white,c6e7,minic,-2,,-2,,18,2026-09-13T20:34:50+00:00
0,7,r1bqkbnr/ppppnppp/8/4p3/1P3P2/P1P5/3PP1PP/RNBQKBNR b KQkq - 0 4,white,f2f4,fly,-254,,-254,,18,2026-09-13T20:34:51+00:00
0,8,r1bqkbnr/1pppnppp/p7/4p3/1P3P2/P1P5/3PP1PP/RNBQKBNR w KQkq - 0 5,white,a7a6,minic,41,,41,,18,2026-09-13T20:34:54+00:00
0,9,r1bqkbnr/1pppnppp/p7/4p3/PP3P2/2P5/3PP1PP/RNBQKBNR b KQkq - 0 5,white,a3a4,fly,-220,,-220,,18,2026-09-13T20:34:55+00:00
0,10,1rbqkbnr/1pppnppp/p7/4p3/PP3P2/2P5/3PP1PP/RNBQKBNR w KQk - 1 6,white,a8b8,minic,53,,53,,18,2026-09-13T20:34:57+00:00
0,11,1rbqkbnr/1pppnppp/p7/4p3/PP3P2/2P1P3/3P2PP/RNBQKBNR b KQk - 0 6,white,e2e3,fly,-91,,-91,,18,2026-09-13T20:34:58+00:00
0,12,1rbqkbnr/1pppn1pp/p4p2/4p3/PP3P2/2P1P3/3P2PP/RNBQKBNR w KQk - 0 7,white,f7f6,minic,22,,22,,18,2026-09-13T20:35:01+00:00
